     file  region                                  year wage_ratio
     <chr> <chr>                                  <int>      <dbl>
 492 de01h [4]DE4 - Brandenburg                    2001      1.21 
 493 de01h [5]DE5 - Bremen                         2001      1.17 
 494 de01h [6]DE6 - Hamburg                        2001      1.08 
 495 de01h [7]DE7 - Hesse                          2001      0.995
 496 de01h [8]DE8 - Mecklenburg-Western Pomerania  2001      1.12 
 497 de01h [9]DE9 - Lower Saxony                   2001      1.07 
 498 de02h [10]DEA - North Rhine-Westphalia        2002      1.07 
 499 de02h [11]DEB - Rhineland-Palatinate          2002      1.10 
 500 de02h [12]DEC - Saarland                      2002      1.27 
 501 de02h [13]DED - Saxony                        2002      1.18 
 502 de02h [14]DEE - Saxony-Anhalt                 2002      1.14 
 503 de02h [15]DEF - Schleswig-Holstein            2002      1.09 
 504 de02h [16]DEG - Thuringia                     2002      1.08 
 505 de02h [1]DE1 - Baden-Wuerttemberg             2002      1.00 
 506 de02h [2]DE2 - Bavaria                        2002      1.07 
 507 de02h [3]DE3 - Berlin                         2002      1.06 
 508 de02h [4]DE4 - Brandenburg                    2002      1.16 
 509 de02h [5]DE5 - Bremen                         2002      1.05 
 510 de02h [6]DE6 - Hamburg                        2002      1.12 
 511 de02h [7]DE7 - Hesse                          2002      1.03 
 512 de02h [8]DE8 - Mecklenburg-Western Pomerania  2002      1.17 
 513 de02h [9]DE9 - Lower Saxony                   2002      1.09 
 514 de03h [10]DEA - North Rhine-Westphalia        2003      1.11 
 515 de03h [11]DEB - Rhineland-Palatinate          2003      1.09 
 516 de03h [12]DEC - Saarland                      2003      1.14 
 517 de03h [13]DED - Saxony                        2003      1.14 
 518 de03h [14]DEE - Saxony-Anhalt                 2003      1.13 
 519 de03h [15]DEF - Schleswig-Holstein            2003      1.10 
 520 de03h [16]DEG - Thuringia                     2003      1.11 
 521 de03h [1]DE1 - Baden-Wuerttemberg             2003      1.09 
 522 de03h [2]DE2 - Bavaria                        2003      1.10 
 523 de03h [3]DE3 - Berlin                         2003      1.25 
 524 de03h [4]DE4 - Brandenburg                    2003      1.17 
 525 de03h [5]DE5 - Bremen                         2003      1.04 
 526 de03h [6]DE6 - Hamburg                        2003      1.25 
 527 de03h [7]DE7 - Hesse                          2003      1.13 
 528 de03h [8]DE8 - Mecklenburg-Western Pomerania  2003      1.18 
 529 de03h [9]DE9 - Lower Saxony                   2003      1.09 
 530 de04h [10]DEA - North Rhine-Westphalia        2004      1.11 
 531 de04h [11]DEB - Rhineland-Palatinate          2004      1.13 
 532 de04h [12]DEC - Saarland                      2004      1.19 
 533 de04h [13]DED - Saxony                        2004      1.19 
 534 de04h [14]DEE - Saxony-Anhalt                 2004      1.21 
 535 de04h [15]DEF - Schleswig-Holstein            2004      1.10 
 536 de04h [16]DEG - Thuringia                     2004      1.15 
 537 de04h [1]DE1 - Baden-Wuerttemberg             2004      1.07 
 538 de04h [2]DE2 - Bavaria                        2004      1.11 
 539 de04h [3]DE3 - Berlin                         2004      1.26 
 540 de04h [4]DE4 - Brandenburg                    2004      1.23 
 541 de04h [5]DE5 - Bremen                         2004      0.994
 542 de04h [6]DE6 - Hamburg                        2004      1.21 
 543 de04h [7]DE7 - Hesse                          2004      1.07 
 544 de04h [8]DE8 - Mecklenburg-Western Pomerania  2004      1.15 
 545 de04h [9]DE9 - Lower Saxony                   2004      1.08 
 546 de05h [10]DEA - North Rhine-Westphalia        2005      1.13 
 547 de05h [11]DEB - Rhineland-Palatinate          2005      1.14 
 548 de05h [12]DEC - Saarland                      2005      1.14 
 549 de05h [13]DED - Saxony                        2005      1.17 
 550 de05h [14]DEE - Saxony-Anhalt                 2005      1.20 
 551 de05h [15]DEF - Schleswig-Holstein            2005      1.04 
 552 de05h [16]DEG - Thuringia                     2005      1.09 
 553 de05h [1]DE1 - Baden-Wuerttemberg             2005      1.10 
 554 de05h [2]DE2 - Bavaria                        2005      1.09 
 555 de05h [3]DE3 - Berlin                         2005      1.25 
 556 de05h [4]DE4 - Brandenburg                    2005      1.26 
 557 de05h [5]DE5 - Bremen                         2005      1.27 
 558 de05h [6]DE6 - Hamburg                        2005      1.35 
 559 de05h [7]DE7 - Hesse                          2005      1.03 
 560 de05h [8]DE8 - Mecklenburg-Western Pomerania  2005      1.34 
 561 de05h [9]DE9 - Lower Saxony                   2005      1.09 
 562 de06h [10]DEA - North Rhine-Westphalia        2006      1.13 
 563 de06h [11]DEB - Rhineland-Palatinate          2006      1.15 
 564 de06h [12]DEC - Saarland                      2006      1.32 
 565 de06h [13]DED - Saxony                        2006      1.10 
 566 de06h [14]DEE - Saxony-Anhalt                 2006      1.27 
 567 de06h [15]DEF - Schleswig-Holstein            2006      1.12 
 568 de06h [16]DEG - Thuringia                     2006      1.13 
 569 de06h [1]DE1 - Baden-Wuerttemberg             2006      1.08 
 570 de06h [2]DE2 - Bavaria                        2006      1.12 
 571 de06h [3]DE3 - Berlin                         2006      1.24 
 572 de06h [4]DE4 - Brandenburg                    2006      1.25 
 573 de06h [5]DE5 - Bremen                         2006      1.26 
 574 de06h [6]DE6 - Hamburg                        2006      1.16 
 575 de06h [7]DE7 - Hesse                          2006      1.11 
 576 de06h [8]DE8 - Mecklenburg-Western Pomerania  2006      1.17 
 577 de06h [9]DE9 - Lower Saxony                   2006      1.08 
 578 de07h [10]DEA - North Rhine-Westphalia        2007      1.13 
 579 de07h [11]DEB - Rhineland-Palatinate          2007      1.14 
 580 de07h [12]DEC - Saarland                      2007      1.33 
 581 de07h [13]DED - Saxony                        2007      1.06 
 582 de07h [14]DEE - Saxony-Anhalt                 2007      1.29 
 583 de07h [15]DEF - Schleswig-Holstein            2007      1.14 
 584 de07h [16]DEG - Thuringia                     2007      1.19 
 585 de07h [1]DE1 - Baden-Wuerttemberg             2007      1.11 
 586 de07h [2]DE2 - Bavaria                        2007      1.09 
 587 de07h [3]DE3 - Berlin                         2007      1.23 
 588 de07h [4]DE4 - Brandenburg                    2007      1.38 
 589 de07h [5]DE5 - Bremen                         2007      1.23 
 590 de07h [6]DE6 - Hamburg                        2007      1.04 
 591 de07h [7]DE7 - Hesse                          2007      1.10 
 592 de07h [8]DE8 - Mecklenburg-Western Pomerania  2007      1.02 
 593 de07h [9]DE9 - Lower Saxony                   2007      1.15 
 594 de08h [10]DEA - North Rhine-Westphalia        2008      1.16 
 595 de08h [11]DEB - Rhineland-Palatinate          2008      1.18 
 596 de08h [12]DEC - Saarland                      2008      1.34 
 597 de08h [13]DED - Saxony                        2008      1.10 
 598 de08h [14]DEE - Saxony-Anhalt                 2008      1.28 
 599 de08h [15]DEF - Schleswig-Holstein            2008      1.17 
 600 de08h [16]DEG - Thuringia                     2008      1.16 
 601 de08h [1]DE1 - Baden-Wuerttemberg             2008      1.14 
 602 de08h [2]DE2 - Bavaria                        2008      1.10 
 603 de08h [3]DE3 - Berlin                         2008      1.33 
 604 de08h [4]DE4 - Brandenburg                    2008      1.23 
 605 de08h [5]DE5 - Bremen                         2008      1.42 
 606 de08h [6]DE6 - Hamburg                        2008      1.07 
 607 de08h [7]DE7 - Hesse                          2008      1.14 
 608 de08h [8]DE8 - Mecklenburg-Western Pomerania  2008      1.05 
 609 de08h [9]DE9 - Lower Saxony                   2008      1.14 
 610 de09h [10]DEA - North Rhine-Westphalia        2009      1.15 
 611 de09h [11]DEB - Rhineland-Palatinate          2009      1.14 
 612 de09h [12]DEC - Saarland                      2009      1.57 
 613 de09h [13]DED - Saxony                        2009      1.12 
 614 de09h [14]DEE - Saxony-Anhalt                 2009      1.38 
 615 de09h [15]DEF - Schleswig-Holstein            2009      1.10 
 616 de09h [16]DEG - Thuringia                     2009      1.14 
 617 de09h [1]DE1 - Baden-Wuerttemberg             2009      1.16 
 618 de09h [2]DE2 - Bavaria                        2009      1.16 
 619 de09h [3]DE3 - Berlin                         2009      1.13 
 620 de09h [4]DE4 - Brandenburg                    2009      1.30 
 621 de09h [5]DE5 - Bremen                         2009      1.83 
 622 de09h [6]DE6 - Hamburg                        2009      1.15 
 623 de09h [7]DE7 - Hesse                          2009      1.19 
 624 de09h [8]DE8 - Mecklenburg-Western Pomerania  2009      0.966
 625 de09h [9]DE9 - Lower Saxony                   2009      1.11 
 626 de10h [10]DEA - North Rhine-Westphalia        2010      1.11 
 627 de10h [11]DEB - Rhineland-Palatinate          2010      1.15 
 628 de10h [12]DEC - Saarland                      2010      1.31 
 629 de10h [13]DED - Saxony                        2010      1.08 
 630 de10h [14]DEE - Saxony-Anhalt                 2010      1.18 
 631 de10h [15]DEF - Schleswig-Holstein            2010      1.26 
 632 de10h [16]DEG - Thuringia                     2010      1.10 
 633 de10h [1]DE1 - Baden-Wuerttemberg             2010      1.17 
 634 de10h [2]DE2 - Bavaria                        2010      1.18 
 635 de10h [3]DE3 - Berlin                         2010      1.09 
 636 de10h [4]DE4 - Brandenburg                    2010      1.11 
 637 de10h [5]DE5 - Bremen                         2010      1.43 
 638 de10h [6]DE6 - Hamburg                        2010      1.14 
 639 de10h [7]DE7 - Hesse                          2010      1.15 
 640 de10h [8]DE8 - Mecklenburg-Western Pomerania  2010      1.05 
 641 de10h [9]DE9 - Lower Saxony                   2010      1.10 
 642 de11h [10]DEA - North Rhine-Westphalia        2011      1.11 
 643 de11h [11]DEB - Rhineland-Palatinate          2011      1.14 
 644 de11h [12]DEC - Saarland                      2011      1.46 
 645 de11h [13]DED - Saxony                        2011      1.17 
 646 de11h [14]DEE - Saxony-Anhalt                 2011      1.13 
 647 de11h [15]DEF - Schleswig-Holstein            2011      1.12 
 648 de11h [16]DEG - Thuringia                     2011      1.13 
 649 de11h [1]DE1 - Baden-Wuerttemberg             2011      1.13 
 650 de11h [2]DE2 - Bavaria                        2011      1.19 
 651 de11h [3]DE3 - Berlin                         2011      1.18 
 652 de11h [4]DE4 - Brandenburg                    2011      0.893
 653 de11h [5]DE5 - Bremen                         2011      1.32 
 654 de11h [6]DE6 - Hamburg                        2011      0.999
 655 de11h [7]DE7 - Hesse                          2011      1.17 
 656 de11h [8]DE8 - Mecklenburg-Western Pomerania  2011      1.03 
 657 de11h [9]DE9 - Lower Saxony                   2011      1.14 
 658 de12h [10]DEA - North Rhine-Westphalia        2012      1.16 
 659 de12h [11]DEB - Rhineland-Palatinate          2012      1.14 
 660 de12h [12]DEC - Saarland                      2012      1.12 
 661 de12h [13]DED - Saxony                        2012      1.12 
 662 de12h [14]DEE - Saxony-Anhalt                 2012      1.23 
 663 de12h [15]DEF - Schleswig-Holstein            2012      1.14 
 664 de12h [16]DEG - Thuringia                     2012      1.10 
 665 de12h [1]DE1 - Baden-Wuerttemberg             2012      1.10 
 666 de12h [2]DE2 - Bavaria                        2012      1.16 
 667 de12h [3]DE3 - Berlin                         2012      1.35 
 668 de12h [4]DE4 - Brandenburg                    2012      1.05 
 669 de12h [5]DE5 - Bremen                         2012      1.53 
 670 de12h [6]DE6 - Hamburg                        2012      1.08 
 671 de12h [7]DE7 - Hesse                          2012      1.09 
 672 de12h [8]DE8 - Mecklenburg-Western Pomerania  2012      1.08 
 673 de12h [9]DE9 - Lower Saxony                   2012      1.14 
 674 de13h [10]DEA - North Rhine-Westphalia        2013      1.21 
 675 de13h [11]DEB - Rhineland-Palatinate          2013      1.11 
 676 de13h [12]DEC - Saarland                      2013      1.14 
 677 de13h [13]DED - Saxony                        2013      1.08 
 678 de13h [14]DEE - Saxony-Anhalt                 2013      1.23 
 679 de13h [15]DEF - Schleswig-Holstein            2013      1.29 
 680 de13h [16]DEG - Thuringia                     2013      1.03 
 681 de13h [1]DE1 - Baden-Wuerttemberg             2013      1.13 
 682 de13h [2]DE2 - Bavaria                        2013      1.16 
 683 de13h [3]DE3 - Berlin                         2013      1.16 
 684 de13h [4]DE4 - Brandenburg                    2013      1.14 
 685 de13h [5]DE5 - Bremen                         2013      1.83 
 686 de13h [6]DE6 - Hamburg                        2013      1.08 
 687 de13h [7]DE7 - Hesse                          2013      1.13 
 688 de13h [8]DE8 - Mecklenburg-Western Pomerania  2013      1.21 
 689 de13h [9]DE9 - Lower Saxony                   2013      1.13 
 690 de14h [10]DEA - North Rhine-Westphalia        2014      1.25 
 691 de14h [11]DEB - Rhineland-Palatinate          2014      1.16 
 692 de14h [12]DEC - Saarland                      2014      1.25 
 693 de14h [13]DED - Saxony                        2014      1.13 
 694 de14h [14]DEE - Saxony-Anhalt                 2014      1.21 
 695 de14h [15]DEF - Schleswig-Holstein            2014      1.16 
 696 de14h [16]DEG - Thuringia                     2014      1.11 
 697 de14h [1]DE1 - Baden-Wuerttemberg             2014      1.17 
 698 de14h [2]DE2 - Bavaria                        2014      1.14 
 699 de14h [3]DE3 - Berlin                         2014      1.24 
 700 de14h [4]DE4 - Brandenburg                    2014      1.12 
 701 de14h [5]DE5 - Bremen                         2014      1.29 
 702 de14h [6]DE6 - Hamburg                        2014      0.948
 703 de14h [7]DE7 - Hesse                          2014      1.20 
 704 de14h [8]DE8 - Mecklenburg-Western Pomerania  2014      1.04 
 705 de14h [9]DE9 - Lower Saxony                   2014      1.14 
 706 de15h [10]DEA - North Rhine-Westphalia        2015      1.21 
 707 de15h [11]DEB - Rhineland-Palatinate          2015      1.08 
 708 de15h [12]DEC - Saarland                      2015      1.16 
 709 de15h [13]DED - Saxony                        2015      1.14 
 710 de15h [14]DEE - Saxony-Anhalt                 2015      1.23 
 711 de15h [15]DEF - Schleswig-Holstein            2015      1.28 
 712 de15h [16]DEG - Thuringia                     2015      1.05 
 713 de15h [1]DE1 - Baden-Wuerttemberg             2015      1.15 
 714 de15h [2]DE2 - Bavaria                        2015      1.16 
 715 de15h [3]DE3 - Berlin                         2015      1.03 
 716 de15h [4]DE4 - Brandenburg                    2015      1.18 
 717 de15h [5]DE5 - Bremen                         2015      1.25 
 718 de15h [6]DE6 - Hamburg                        2015      1.12 
 719 de15h [7]DE7 - Hesse                          2015      1.14 
 720 de15h [8]DE8 - Mecklenburg-Western Pomerania  2015      1.07 
 721 de15h [9]DE9 - Lower Saxony                   2015      1.16 
 722 de16h [10]DEA - North Rhine-Westphalia        2016      1.18 
 723 de16h [11]DEB - Rhineland-Palatinate          2016      1.17 
 724 de16h [12]DEC - Saarland                      2016      1.17 
 725 de16h [13]DED - Saxony                        2016      1.08 
 726 de16h [14]DEE - Saxony-Anhalt                 2016      1.18 
 727 de16h [15]DEF - Schleswig-Holstein            2016      1.33 
 728 de16h [16]DEG - Thuringia                     2016      1.01 
 729 de16h [1]DE1 - Baden-Wuerttemberg             2016      1.15 
 730 de16h [2]DE2 - Bavaria                        2016      1.14 
 731 de16h [3]DE3 - Berlin                         2016      1.23 
 732 de16h [4]DE4 - Brandenburg                    2016      1.11 
 733 de16h [5]DE5 - Bremen                         2016      1.11 
 734 de16h [6]DE6 - Hamburg                        2016      1.35 
 735 de16h [7]DE7 - Hesse                          2016      1.10 
 736 de16h [8]DE8 - Mecklenburg-Western Pomerania  2016      1.17 
 737 de16h [9]DE9 - Lower Saxony                   2016      1.08 
 738 de17h [10]DEA - North Rhine-Westphalia        2017      1.19 
 739 de17h [11]DEB - Rhineland-Palatinate          2017      1.20 
 740 de17h [12]DEC - Saarland                      2017      1.20 
 741 de17h [13]DED - Saxony                        2017      1.06 
 742 de17h [14]DEE - Saxony-Anhalt                 2017      1.18 
 743 de17h [15]DEF - Schleswig-Holstein            2017      1.40 
 744 de17h [16]DEG - Thuringia                     2017      1.03 
 745 de17h [1]DE1 - Baden-Wuerttemberg             2017      1.17 
 746 de17h [2]DE2 - Bavaria                        2017      1.13 
 747 de17h [3]DE3 - Berlin                         2017      1.19 
 748 de17h [4]DE4 - Brandenburg                    2017      1.14 
 749 de17h [5]DE5 - Bremen                         2017      1.21 
 750 de17h [6]DE6 - Hamburg                        2017      1.38 
 751 de17h [7]DE7 - Hesse                          2017      1.07 
 752 de17h [8]DE8 - Mecklenburg-Western Pomerania  2017      1.16 
 753 de17h [9]DE9 - Lower Saxony                   2017      1.06 
 754 de18h [10]DEA - North Rhine-Westphalia        2018      1.14 
 755 de18h [11]DEB - Rhineland-Palatinate          2018      1.15 
 756 de18h [12]DEC - Saarland                      2018      1.12 
 757 de18h [13]DED - Saxony                        2018      1.06 
 758 de18h [14]DEE - Saxony-Anhalt                 2018      1.27 
 759 de18h [15]DEF - Schleswig-Holstein            2018      1.37 
 760 de18h [16]DEG - Thuringia                     2018      1.17 
 761 de18h [1]DE1 - Baden-Wuerttemberg             2018      1.12 
 762 de18h [2]DE2 - Bavaria                        2018      1.11 
 763 de18h [3]DE3 - Berlin                         2018      1.06 
 764 de18h [4]DE4 - Brandenburg                    2018      1.20 
 765 de18h [5]DE5 - Bremen                         2018      1.29 
 766 de18h [6]DE6 - Hamburg                        2018      1.27 
 767 de18h [7]DE7 - Hesse                          2018      1.02 
 768 de18h [8]DE8 - Mecklenburg-Western Pomerania  2018      1.08 
 769 de18h [9]DE9 - Lower Saxony                   2018      1.13 
 770 de18h <NA>                                    2018      1.03 
 771 de19h [10]DEA - North Rhine-Westphalia        2019      1.16 
 772 de19h [11]DEB - Rhineland-Palatinate          2019      1.19 
 773 de19h [12]DEC - Saarland                      2019      1.05 
 774 de19h [13]DED - Saxony                        2019      1.09 
 775 de19h [14]DEE - Saxony-Anhalt                 2019      1.29 
 776 de19h [15]DEF - Schleswig-Holstein            2019      1.32 
 777 de19h [16]DEG - Thuringia                     2019      1.07 
 778 de19h [1]DE1 - Baden-Wuerttemberg             2019      1.11 
 779 de19h [2]DE2 - Bavaria                        2019      1.12 
 780 de19h [3]DE3 - Berlin                         2019      1.16 
 781 de19h [4]DE4 - Brandenburg                    2019      1.26 
 782 de19h [5]DE5 - Bremen                         2019      1.20 
 783 de19h [6]DE6 - Hamburg                        2019      1.09 
 784 de19h [7]DE7 - Hesse                          2019      1.08 
 785 de19h [8]DE8 - Mecklenburg-Western Pomerania  2019      1.06 
 786 de19h [9]DE9 - Lower Saxony                   2019      1.11 
 787 de89h [10]DEA - North Rhine-Westphalia        1989      1.11 
 788 de89h [11]DEB - Rhineland-Palatinate          1989      1.07 
 789 de89h [12]DEC - Saarland                      1989      0.792
 790 de89h [15]DEF - Schleswig-Holstein            1989      1.14 
 791 de89h [1]DE1 - Baden-Wuerttemberg             1989      1.13 
 792 de89h [2]DE2 - Bavaria                        1989      1.08 
 793 de89h [3]DE3 - Berlin                         1989      1.12 
 794 de89h [5]DE5 - Bremen                         1989      1.16 
 795 de89h [6]DE6 - Hamburg                        1989      1.15 
 796 de89h [7]DE7 - Hesse                          1989      1.09 
 797 de89h [9]DE9 - Lower Saxony                   1989      1.16 
 798 de90h [10]DEA - North Rhine-Westphalia        1990      1.10 
 799 de90h [11]DEB - Rhineland-Palatinate          1990      1.16 
 800 de90h [12]DEC - Saarland                      1990      1.06 
 801 de90h [15]DEF - Schleswig-Holstein            1990      1.22 
 802 de90h [1]DE1 - Baden-Wuerttemberg             1990      1.13 
 803 de90h [2]DE2 - Bavaria                        1990      1.14 
 804 de90h [3]DE3 - Berlin                         1990      1.04 
 805 de90h [5]DE5 - Bremen                         1990      1.61 
 806 de90h [6]DE6 - Hamburg                        1990      1.17 
 807 de90h [7]DE7 - Hesse                          1990      1.13 
 808 de90h [9]DE9 - Lower Saxony                   1990      1.14 
 809 de91h [10]DEA - North Rhine-Westphalia        1991      1.16 
 810 de91h [11]DEB - Rhineland-Palatinate          1991      1.14 
 811 de91h [12]DEC - Saarland                      1991      1.07 
 812 de91h [13]DED - Saxony                        1991      1.21 
 813 de91h [14]DEE - Saxony-Anhalt                 1991      1.13 
 814 de91h [15]DEF - Schleswig-Holstein            1991      1.24 
 815 de91h [16]DEG - Thuringia                     1991      1.11 
 816 de91h [1]DE1 - Baden-Wuerttemberg             1991      1.13 
 817 de91h [2]DE2 - Bavaria                        1991      1.13 
 818 de91h [3]DE3 - Berlin                         1991      1.12 
 819 de91h [4]DE4 - Brandenburg                    1991      1.24 
 820 de91h [5]DE5 - Bremen                         1991      1.38 
 821 de91h [6]DE6 - Hamburg                        1991      1.21 
 822 de91h [7]DE7 - Hesse                          1991      1.13 
 823 de91h [8]DE8 - Mecklenburg-Western Pomerania  1991      1.20 
 824 de91h [9]DE9 - Lower Saxony                   1991      1.13 
 825 de91h <NA>                                    1991      1.16 
 826 de92h [10]DEA - North Rhine-Westphalia        1992      1.13 
 827 de92h [11]DEB - Rhineland-Palatinate          1992      1.07 
 828 de92h [12]DEC - Saarland                      1992      1.04 
 829 de92h [13]DED - Saxony                        1992      1.27 
 830 de92h [14]DEE - Saxony-Anhalt                 1992      1.21 
 831 de92h [15]DEF - Schleswig-Holstein            1992      1.20 
 832 de92h [16]DEG - Thuringia                     1992      1.10 
 833 de92h [1]DE1 - Baden-Wuerttemberg             1992      1.14 
 834 de92h [2]DE2 - Bavaria                        1992      1.14 
 835 de92h [3]DE3 - Berlin                         1992      1.07 
 836 de92h [4]DE4 - Brandenburg                    1992      1.18 
 837 de92h [5]DE5 - Bremen                         1992      1.35 
 838 de92h [6]DE6 - Hamburg                        1992      1.37 
 839 de92h [7]DE7 - Hesse                          1992      1.14 
 840 de92h [8]DE8 - Mecklenburg-Western Pomerania  1992      1.29 
 841 de92h [9]DE9 - Lower Saxony                   1992      1.20 
 842 de93h [10]DEA - North Rhine-Westphalia        1993      1.11 
 843 de93h [11]DEB - Rhineland-Palatinate          1993      1.04 
 844 de93h [12]DEC - Saarland                      1993      1.07 
 845 de93h [13]DED - Saxony                        1993      1.27 
 846 de93h [14]DEE - Saxony-Anhalt                 1993      1.14 
 847 de93h [15]DEF - Schleswig-Holstein            1993      1.05 
 848 de93h [16]DEG - Thuringia                     1993      1.16 
 849 de93h [1]DE1 - Baden-Wuerttemberg             1993      1.15 
 850 de93h [2]DE2 - Bavaria                        1993      1.17 
 851 de93h [3]DE3 - Berlin                         1993      1.13 
 852 de93h [4]DE4 - Brandenburg                    1993      1.23 
 853 de93h [5]DE5 - Bremen                         1993      1.42 
 854 de93h [6]DE6 - Hamburg                        1993      1.26 
 855 de93h [7]DE7 - Hesse                          1993      1.16 
 856 de93h [8]DE8 - Mecklenburg-Western Pomerania  1993      1.32 
 857 de93h [9]DE9 - Lower Saxony                   1993      1.18 
 858 de94h [10]DEA - North Rhine-Westphalia        1994      1.13 
 859 de94h [11]DEB - Rhineland-Palatinate          1994      1.15 
 860 de94h [12]DEC - Saarland                      1994      1.13 
 861 de94h [13]DED - Saxony                        1994      1.22 
 862 de94h [14]DEE - Saxony-Anhalt                 1994      1.20 
 863 de94h [15]DEF - Schleswig-Holstein            1994      1.26 
 864 de94h [16]DEG - Thuringia                     1994      1.19 
 865 de94h [1]DE1 - Baden-Wuerttemberg             1994      1.15 
 866 de94h [2]DE2 - Bavaria                        1994      1.11 
 867 de94h [3]DE3 - Berlin                         1994      1.01 
 868 de94h [4]DE4 - Brandenburg                    1994      1.29 
 869 de94h [5]DE5 - Bremen                         1994      1.38 
 870 de94h [6]DE6 - Hamburg                        1994      1.15 
 871 de94h [7]DE7 - Hesse                          1994      1.17 
 872 de94h [8]DE8 - Mecklenburg-Western Pomerania  1994      1.28 
 873 de94h [9]DE9 - Lower Saxony                   1994      1.22 
 874 de95h [10]DEA - North Rhine-Westphalia        1995      1.15 
 875 de95h [11]DEB - Rhineland-Palatinate          1995      1.10 
 876 de95h [12]DEC - Saarland                      1995      1.05 
 877 de95h [13]DED - Saxony                        1995      1.21 
 878 de95h [14]DEE - Saxony-Anhalt                 1995      1.23 
 879 de95h [15]DEF - Schleswig-Holstein            1995      1.21 
 880 de95h [16]DEG - Thuringia                     1995      1.25 
 881 de95h [1]DE1 - Baden-Wuerttemberg             1995      1.13 
 882 de95h [2]DE2 - Bavaria                        1995      1.17 
 883 de95h [3]DE3 - Berlin                         1995      1.28 
 884 de95h [4]DE4 - Brandenburg                    1995      1.23 
 885 de95h [5]DE5 - Bremen                         1995      1.41 
 886 de95h [6]DE6 - Hamburg                        1995      1.25 
 887 de95h [7]DE7 - Hesse                          1995      1.29 
 888 de95h [8]DE8 - Mecklenburg-Western Pomerania  1995      1.30 
 889 de95h [9]DE9 - Lower Saxony                   1995      1.09 
 890 de96h [10]DEA - North Rhine-Westphalia        1996      1.15 
 891 de96h [11]DEB - Rhineland-Palatinate          1996      1.06 
 892 de96h [12]DEC - Saarland                      1996      1.12 
 893 de96h [13]DED - Saxony                        1996      1.16 
 894 de96h [14]DEE - Saxony-Anhalt                 1996      1.11 
 895 de96h [15]DEF - Schleswig-Holstein            1996      1.08 
 896 de96h [16]DEG - Thuringia                     1996      1.24 
 897 de96h [1]DE1 - Baden-Wuerttemberg             1996      1.14 
 898 de96h [2]DE2 - Bavaria                        1996      1.11 
 899 de96h [3]DE3 - Berlin                         1996      1.16 
 900 de96h [4]DE4 - Brandenburg                    1996      1.19 
 901 de96h [5]DE5 - Bremen                         1996      1.12 
 902 de96h [6]DE6 - Hamburg                        1996      1.14 
 903 de96h [7]DE7 - Hesse                          1996      1.23 
 904 de96h [8]DE8 - Mecklenburg-Western Pomerania  1996      1.36 
 905 de96h [9]DE9 - Lower Saxony                   1996      1.17 
 906 de97h [10]DEA - North Rhine-Westphalia        1997      1.16 
 907 de97h [11]DEB - Rhineland-Palatinate          1997      1.09 
 908 de97h [12]DEC - Saarland                      1997      1.19 
 909 de97h [13]DED - Saxony                        1997      1.07 
 910 de97h [14]DEE - Saxony-Anhalt                 1997      1.11 
 911 de97h [15]DEF - Schleswig-Holstein            1997      1.20 
 912 de97h [16]DEG - Thuringia                     1997      1.16 
 913 de97h [1]DE1 - Baden-Wuerttemberg             1997      1.14 
 914 de97h [2]DE2 - Bavaria                        1997      1.08 
 915 de97h [3]DE3 - Berlin                         1997      1.21 
 916 de97h [4]DE4 - Brandenburg                    1997      1.19 
 917 de97h [5]DE5 - Bremen                         1997      1.22 
 918 de97h [6]DE6 - Hamburg                        1997      1.07 
 919 de97h [7]DE7 - Hesse                          1997      1.10 
 920 de97h [8]DE8 - Mecklenburg-Western Pomerania  1997      1.32 
 921 de97h [9]DE9 - Lower Saxony                   1997      1.21 
 922 de98h [10]DEA - North Rhine-Westphalia        1998      1.12 
 923 de98h [11]DEB - Rhineland-Palatinate          1998      1.05 
 924 de98h [12]DEC - Saarland                      1998      1.14 
 925 de98h [13]DED - Saxony                        1998      1.07 
 926 de98h [14]DEE - Saxony-Anhalt                 1998      1.09 
 927 de98h [15]DEF - Schleswig-Holstein            1998      1.20 
 928 de98h [16]DEG - Thuringia                     1998      1.16 
 929 de98h [1]DE1 - Baden-Wuerttemberg             1998      1.10 
 930 de98h [2]DE2 - Bavaria                        1998      1.06 
 931 de98h [3]DE3 - Berlin                         1998      1.26 
 932 de98h [4]DE4 - Brandenburg                    1998      1.22 
 933 de98h [5]DE5 - Bremen                         1998      1.22 
 934 de98h [6]DE6 - Hamburg                        1998      1.10 
 935 de98h [7]DE7 - Hesse                          1998      1.15 
 936 de98h [8]DE8 - Mecklenburg-Western Pomerania  1998      1.43 
 937 de98h [9]DE9 - Lower Saxony                   1998      1.11 
 938 de99h [10]DEA - North Rhine-Westphalia        1999      1.07 
 939 de99h [11]DEB - Rhineland-Palatinate          1999      1.08 
 940 de99h [12]DEC - Saarland                      1999      1.13 
 941 de99h [13]DED - Saxony                        1999      1.04 
 942 de99h [14]DEE - Saxony-Anhalt                 1999      1.15 
 943 de99h [15]DEF - Schleswig-Holstein            1999      1.01 
 944 de99h [16]DEG - Thuringia                     1999      1.14 
 945 de99h [1]DE1 - Baden-Wuerttemberg             1999      1.08 
 946 de99h [2]DE2 - Bavaria                        1999      1.08 
 947 de99h [3]DE3 - Berlin                         1999      1.10 
 948 de99h [4]DE4 - Brandenburg                    1999      1.23 
 949 de99h [5]DE5 - Bremen                         1999      1.09 
