     file  region                                  year wage_ratio
     <chr> <chr>                                  <int>      <dbl>
1508 fr07h Picardie                                2007      1.06 
1509 fr07h Poitou-Charentes                        2007      1.10 
1510 fr07h Provence-Alpes-Côte-d'Azur              2007      1.17 
1511 fr07h Rhône-Alpes                             2007      1.07 
1512 fr08h Alsace                                  2008      1.10 
1513 fr08h Aquitaine                               2008      1.18 
1514 fr08h Auvergne                                2008      1.07 
1515 fr08h Basse-Normandie                         2008      1.06 
1516 fr08h Bourgogne                               2008      1.15 
1517 fr08h Bretagne                                2008      0.957
1518 fr08h Centre                                  2008      1.15 
1519 fr08h Champagne-Ardenne                       2008      1.04 
1520 fr08h Corse                                   2008      1.24 
1521 fr08h Franche-Comté                           2008      1.19 
1522 fr08h Haute-Normandie                         2008      1.15 
1523 fr08h Ile-de-France                           2008      1.15 
1524 fr08h Languedoc-Roussillon                    2008      1.23 
1525 fr08h Limousin                                2008      1.04 
1526 fr08h Lorraine                                2008      1.07 
1527 fr08h Midi-Pyrénées                           2008      1.05 
1528 fr08h Nord-Pas de Calais                      2008      1.13 
1529 fr08h Pays de la Loire                        2008      1.06 
1530 fr08h Picardie                                2008      1.09 
1531 fr08h Poitou-Charentes                        2008      1.05 
1532 fr08h Provence-Alpes-Côte-d'Azur              2008      1.20 
1533 fr08h Rhône-Alpes                             2008      1.15 
1534 fr09h Alsace                                  2009      1.09 
1535 fr09h Aquitaine                               2009      1.22 
1536 fr09h Auvergne                                2009      1.01 
1537 fr09h Basse-Normandie                         2009      1.13 
1538 fr09h Bourgogne                               2009      1.12 
1539 fr09h Bretagne                                2009      1.08 
1540 fr09h Centre                                  2009      1.11 
1541 fr09h Champagne-Ardenne                       2009      1.01 
1542 fr09h Corse                                   2009      0.913
1543 fr09h Franche-Comté                           2009      1.18 
1544 fr09h Haute-Normandie                         2009      1.18 
1545 fr09h Ile-de-France                           2009      1.17 
1546 fr09h Languedoc-Roussillon                    2009      1.21 
1547 fr09h Limousin                                2009      1.00 
1548 fr09h Lorraine                                2009      1.12 
1549 fr09h Midi-Pyrénées                           2009      1.08 
1550 fr09h Nord-Pas de Calais                      2009      1.19 
1551 fr09h Pays de la Loire                        2009      1.01 
1552 fr09h Picardie                                2009      1.11 
1553 fr09h Poitou-Charentes                        2009      1.03 
1554 fr09h Provence-Alpes-Côte-d'Azur              2009      1.18 
1555 fr09h Rhône-Alpes                             2009      1.15 
1556 fr10h Alsace                                  2010      1.18 
1557 fr10h Aquitaine                               2010      1.12 
1558 fr10h Auvergne                                2010      1.15 
1559 fr10h Basse-Normandie                         2010      1.06 
1560 fr10h Bourgogne                               2010      1.13 
1561 fr10h Bretagne                                2010      1.06 
1562 fr10h Centre                                  2010      1.08 
1563 fr10h Champagne-Ardenne                       2010      1.02 
1564 fr10h Corse                                   2010      1.04 
1565 fr10h Franche-Comté                           2010      1.11 
1566 fr10h Haute-Normandie                         2010      1.15 
1567 fr10h Ile-de-France                           2010      1.19 
1568 fr10h Languedoc-Roussillon                    2010      1.20 
1569 fr10h Limousin                                2010      0.955
1570 fr10h Lorraine                                2010      1.14 
1571 fr10h Midi-Pyrénées                           2010      1.21 
1572 fr10h Nord-Pas de Calais                      2010      1.11 
1573 fr10h Pays de la Loire                        2010      1.03 
1574 fr10h Picardie                                2010      1.07 
1575 fr10h Poitou-Charentes                        2010      1.09 
1576 fr10h Provence-Alpes-Côte-d'Azur              2010      1.12 
1577 fr10h Rhône-Alpes                             2010      1.13 
1578 fr11h Alsace                                  2011      1.12 
1579 fr11h Aquitaine                               2011      1.10 
1580 fr11h Auvergne                                2011      1.19 
1581 fr11h Basse-Normandie                         2011      1.05 
1582 fr11h Bourgogne                               2011      1.18 
1583 fr11h Bretagne                                2011      1.08 
1584 fr11h Centre                                  2011      1.12 
1585 fr11h Champagne-Ardenne                       2011      1.07 
1586 fr11h Corse                                   2011      1.36 
1587 fr11h Franche-Comté                           2011      1.14 
1588 fr11h Haute-Normandie                         2011      1.21 
1589 fr11h Ile-de-France                           2011      1.16 
1590 fr11h Languedoc-Roussillon                    2011      1.17 
1591 fr11h Limousin                                2011      1.09 
1592 fr11h Lorraine                                2011      1.14 
1593 fr11h Midi-Pyrénées                           2011      1.15 
1594 fr11h Nord-Pas de Calais                      2011      1.10 
1595 fr11h Pays de la Loire                        2011      1.03 
1596 fr11h Picardie                                2011      1.06 
1597 fr11h Poitou-Charentes                        2011      1.11 
1598 fr11h Provence-Alpes-Côte-d'Azur              2011      1.22 
1599 fr11h Rhône-Alpes                             2011      1.10 
1600 fr12h Alsace                                  2012      1.13 
1601 fr12h Aquitaine                               2012      1.13 
1602 fr12h Auvergne                                2012      1.08 
1603 fr12h Basse-Normandie                         2012      0.922
1604 fr12h Bourgogne                               2012      1.12 
1605 fr12h Bretagne                                2012      1.05 
1606 fr12h Centre                                  2012      1.16 
1607 fr12h Champagne-Ardenne                       2012      1.07 
1608 fr12h Corse                                   2012      1.29 
1609 fr12h Franche-Comté                           2012      1.16 
1610 fr12h Haute-Normandie                         2012      1.23 
1611 fr12h Ile-de-France                           2012      1.17 
1612 fr12h Languedoc-Roussillon                    2012      1.20 
1613 fr12h Limousin                                2012      1.02 
1614 fr12h Lorraine                                2012      1.13 
1615 fr12h Midi-Pyrénées                           2012      1.18 
1616 fr12h Nord-Pas de Calais                      2012      1.14 
1617 fr12h Pays de la Loire                        2012      1.11 
1618 fr12h Picardie                                2012      1.05 
1619 fr12h Poitou-Charentes                        2012      1.04 
1620 fr12h Provence-Alpes-Côte-d'Azur              2012      1.30 
1621 fr12h Rhône-Alpes                             2012      1.08 
1622 fr13h Alsace                                  2013      1.15 
1623 fr13h Aquitaine                               2013      1.09 
1624 fr13h Auvergne                                2013      1.06 
1625 fr13h Basse-Normandie                         2013      1.01 
1626 fr13h Bourgogne                               2013      1.10 
1627 fr13h Bretagne                                2013      1.02 
1628 fr13h Centre                                  2013      1.13 
1629 fr13h Champagne-Ardenne                       2013      1.08 
1630 fr13h Corse                                   2013      0.800
1631 fr13h Franche-Comté                           2013      1.12 
1632 fr13h Haute-Normandie                         2013      1.15 
1633 fr13h Ile-de-France                           2013      1.12 
1634 fr13h Languedoc-Roussillon                    2013      1.18 
1635 fr13h Limousin                                2013      0.996
1636 fr13h Lorraine                                2013      1.05 
1637 fr13h Midi-Pyrénées                           2013      1.20 
1638 fr13h Nord-Pas de Calais                      2013      1.16 
1639 fr13h Pays de la Loire                        2013      1.03 
1640 fr13h Picardie                                2013      1.10 
1641 fr13h Poitou-Charentes                        2013      1.05 
1642 fr13h Provence-Alpes-Côte-d'Azur              2013      1.18 
1643 fr13h Rhône-Alpes                             2013      1.14 
1644 fr14h Alsace                                  2014      1.16 
1645 fr14h Aquitaine                               2014      1.11 
1646 fr14h Auvergne                                2014      1.13 
1647 fr14h Basse-Normandie                         2014      1.09 
1648 fr14h Bourgogne                               2014      1.06 
1649 fr14h Bretagne                                2014      1.10 
1650 fr14h Centre                                  2014      1.12 
1651 fr14h Champagne-Ardenne                       2014      1.16 
1652 fr14h Corse                                   2014      0.742
1653 fr14h Franche-Comté                           2014      1.17 
1654 fr14h Haute-Normandie                         2014      1.20 
1655 fr14h Ile-de-France                           2014      1.15 
1656 fr14h Languedoc-Roussillon                    2014      1.13 
1657 fr14h Limousin                                2014      1.04 
1658 fr14h Lorraine                                2014      1.07 
1659 fr14h Midi-Pyrénées                           2014      1.16 
1660 fr14h Nord-Pas de Calais                      2014      1.12 
1661 fr14h Pays de la Loire                        2014      1.04 
1662 fr14h Picardie                                2014      1.09 
1663 fr14h Poitou-Charentes                        2014      1.19 
1664 fr14h Provence-Alpes-Côte-d'Azur              2014      1.18 
1665 fr14h Rhône-Alpes                             2014      1.14 
1666 fr15h Alsace                                  2015      1.15 
1667 fr15h Aquitaine                               2015      1.14 
1668 fr15h Auvergne                                2015      1.19 
1669 fr15h Basse-Normandie                         2015      1.03 
1670 fr15h Bourgogne                               2015      1.16 
1671 fr15h Bretagne                                2015      1.05 
1672 fr15h Centre                                  2015      1.25 
1673 fr15h Champagne-Ardenne                       2015      1.16 
1674 fr15h Corse                                   2015      1.16 
1675 fr15h Franche-Comté                           2015      1.20 
1676 fr15h Haute-Normandie                         2015      1.18 
1677 fr15h Ile-de-France                           2015      1.12 
1678 fr15h Languedoc-Roussillon                    2015      1.24 
1679 fr15h Limousin                                2015      0.939
1680 fr15h Lorraine                                2015      1.11 
1681 fr15h Midi-Pyrénées                           2015      1.17 
1682 fr15h Nord-Pas de Calais                      2015      1.13 
1683 fr15h Pays de la Loire                        2015      1.10 
1684 fr15h Picardie                                2015      1.03 
1685 fr15h Poitou-Charentes                        2015      1.17 
1686 fr15h Provence-Alpes-Côte-d'Azur              2015      1.24 
1687 fr15h Rhône-Alpes                             2015      1.17 
1688 fr16h Alsace                                  2016      1.24 
1689 fr16h Aquitaine                               2016      1.15 
1690 fr16h Auvergne                                2016      1.11 
1691 fr16h Basse-Normandie                         2016      1.04 
1692 fr16h Bourgogne                               2016      1.11 
1693 fr16h Bretagne                                2016      1.08 
1694 fr16h Centre                                  2016      1.13 
1695 fr16h Champagne-Ardenne                       2016      1.18 
1696 fr16h Corse                                   2016      1.19 
1697 fr16h Franche-Comté                           2016      1.22 
1698 fr16h Haute-Normandie                         2016      1.18 
1699 fr16h Ile-de-France                           2016      1.27 
1700 fr16h Languedoc-Roussillon                    2016      1.26 
1701 fr16h Limousin                                2016      1.06 
1702 fr16h Lorraine                                2016      1.20 
1703 fr16h Midi-Pyrénées                           2016      1.17 
1704 fr16h Nord-Pas de Calais                      2016      1.15 
1705 fr16h Pays de la Loire                        2016      1.05 
1706 fr16h Picardie                                2016      1.10 
1707 fr16h Poitou-Charentes                        2016      1.13 
1708 fr16h Provence-Alpes-Côte-d'Azur              2016      1.25 
1709 fr16h Rhône-Alpes                             2016      1.18 
1710 fr17h Alsace                                  2017      1.21 
1711 fr17h Aquitaine                               2017      1.12 
1712 fr17h Auvergne                                2017      1.20 
1713 fr17h Basse-Normandie                         2017      1.15 
1714 fr17h Bourgogne                               2017      1.12 
1715 fr17h Bretagne                                2017      1.06 
1716 fr17h Centre                                  2017      1.16 
1717 fr17h Champagne-Ardenne                       2017      1.19 
1718 fr17h Corse                                   2017      1.07 
1719 fr17h Franche-Comté                           2017      1.19 
1720 fr17h Haute-Normandie                         2017      1.16 
1721 fr17h Ile-de-France                           2017      1.15 
1722 fr17h Languedoc-Roussillon                    2017      1.17 
1723 fr17h Limousin                                2017      1.05 
1724 fr17h Lorraine                                2017      1.11 
1725 fr17h Midi-Pyrénées                           2017      1.12 
1726 fr17h Nord-Pas de Calais                      2017      1.18 
1727 fr17h Pays de la Loire                        2017      1.06 
1728 fr17h Picardie                                2017      1.05 
1729 fr17h Poitou-Charentes                        2017      1.16 
1730 fr17h Provence-Alpes-Côte-d'Azur              2017      1.34 
1731 fr17h Rhône-Alpes                             2017      1.14 
1732 fr18h Alsace                                  2018      1.21 
1733 fr18h Aquitaine                               2018      1.08 
1734 fr18h Auvergne                                2018      1.17 
1735 fr18h Basse-Normandie                         2018      1.12 
1736 fr18h Bourgogne                               2018      1.12 
1737 fr18h Bretagne                                2018      1.03 
1738 fr18h Centre                                  2018      1.13 
1739 fr18h Champagne-Ardenne                       2018      1.15 
1740 fr18h Corse                                   2018      0.888
1741 fr18h Franche-Comté                           2018      1.21 
1742 fr18h Haute-Normandie                         2018      1.29 
1743 fr18h Ile-de-France                           2018      1.20 
1744 fr18h Languedoc-Roussillon                    2018      1.16 
1745 fr18h Limousin                                2018      1.04 
1746 fr18h Lorraine                                2018      1.19 
1747 fr18h Midi-Pyrénées                           2018      1.12 
1748 fr18h Nord-Pas de Calais                      2018      1.20 
1749 fr18h Pays de la Loire                        2018      1.04 
1750 fr18h Picardie                                2018      1.09 
1751 fr18h Poitou-Charentes                        2018      1.12 
1752 fr18h Provence-Alpes-Côte-d'Azur              2018      1.26 
1753 fr18h Rhône-Alpes                             2018      1.13 
1754 fr96h Alsace                                  1996      1.08 
1755 fr96h Aquitaine                               1996      1.08 
1756 fr96h Auvergne                                1996      1.13 
1757 fr96h Basse-Normandie                         1996      1.15 
1758 fr96h Bourgogne                               1996      1.11 
1759 fr96h Bretagne                                1996      1.00 
1760 fr96h Centre                                  1996      1.08 
1761 fr96h Champagne-Ardenne                       1996      1.07 
1762 fr96h Franche-Comté                           1996      1.16 
1763 fr96h Haute-Normandie                         1996      1.02 
1764 fr96h Ile-de-France                           1996      1.12 
1765 fr96h Languedoc-Roussillon                    1996      1.14 
1766 fr96h Limousin                                1996      1.11 
1767 fr96h Lorraine                                1996      1.09 
1768 fr96h Midi-Pyrénées                           1996      1.19 
1769 fr96h Nord-Pas de Calais                      1996      1.09 
1770 fr96h Pays de la Loire                        1996      1.07 
1771 fr96h Picardie                                1996      1.11 
1772 fr96h Poitou-Charentes                        1996      0.976
1773 fr96h Provence-Côte d'Azur-Corse              1996      1.17 
1774 fr96h Rhône-Alpes                             1996      1.01 
1775 fr97h Alsace                                  1997      1.06 
1776 fr97h Aquitaine                               1997      1.09 
1777 fr97h Auvergne                                1997      1.13 
1778 fr97h Basse-Normandie                         1997      1.08 
1779 fr97h Bourgogne                               1997      1.06 
1780 fr97h Bretagne                                1997      1.06 
1781 fr97h Centre                                  1997      1.05 
1782 fr97h Champagne-Ardenne                       1997      1.12 
1783 fr97h Franche-Comté                           1997      1.11 
1784 fr97h Haute-Normandie                         1997      1.11 
1785 fr97h Ile-de-France                           1997      1.13 
1786 fr97h Languedoc-Roussillon                    1997      1.19 
1787 fr97h Limousin                                1997      1.14 
1788 fr97h Lorraine                                1997      1.06 
1789 fr97h Midi-Pyrénées                           1997      1.18 
1790 fr97h Nord-Pas de Calais                      1997      1.06 
1791 fr97h Pays de la Loire                        1997      1.04 
1792 fr97h Picardie                                1997      1.09 
1793 fr97h Poitou-Charentes                        1997      1.06 
1794 fr97h Provence-Côte d'Azur-Corse              1997      1.18 
1795 fr97h Rhône-Alpes                             1997      1.04 
1796 fr98h Alsace                                  1998      1.12 
1797 fr98h Aquitaine                               1998      1.13 
1798 fr98h Auvergne                                1998      1.11 
1799 fr98h Basse-Normandie                         1998      1.02 
1800 fr98h Bourgogne                               1998      1.04 
1801 fr98h Bretagne                                1998      1.09 
1802 fr98h Centre                                  1998      1.03 
1803 fr98h Champagne-Ardenne                       1998      1.09 
1804 fr98h Franche-Comté                           1998      1.08 
1805 fr98h Haute-Normandie                         1998      1.13 
1806 fr98h Ile-de-France                           1998      1.14 
1807 fr98h Languedoc-Roussillon                    1998      1.10 
1808 fr98h Limousin                                1998      1.06 
1809 fr98h Lorraine                                1998      1.05 
1810 fr98h Midi-Pyrénées                           1998      1.17 
1811 fr98h Nord-Pas de Calais                      1998      1.09 
1812 fr98h Pays de la Loire                        1998      1.07 
1813 fr98h Picardie                                1998      1.11 
1814 fr98h Poitou-Charentes                        1998      1.10 
1815 fr98h Provence-Côte d'Azur-Corse              1998      1.12 
1816 fr98h Rhône-Alpes                             1998      1.08 
1817 fr99h Alsace                                  1999      1.07 
1818 fr99h Aquitaine                               1999      1.14 
1819 fr99h Auvergne                                1999      1.14 
1820 fr99h Basse-Normandie                         1999      1.03 
1821 fr99h Bourgogne                               1999      1.05 
1822 fr99h Bretagne                                1999      1.05 
1823 fr99h Centre                                  1999      1.03 
1824 fr99h Champagne-Ardenne                       1999      1.07 
1825 fr99h Franche-Comté                           1999      1.07 
1826 fr99h Haute-Normandie                         1999      1.10 
1827 fr99h Ile-de-France                           1999      1.13 
1828 fr99h Languedoc-Roussillon                    1999      1.03 
1829 fr99h Limousin                                1999      1.05 
1830 fr99h Lorraine                                1999      1.02 
1831 fr99h Midi-Pyrénées                           1999      1.12 
1832 fr99h Nord-Pas de Calais                      1999      1.07 
1833 fr99h Pays de la Loire                        1999      1.05 
1834 fr99h Picardie                                1999      1.09 
1835 fr99h Poitou-Charentes                        1999      1.04 
1836 fr99h Provence-Côte d'Azur-Corse              1999      1.10 
1837 fr99h Rhône-Alpes                             1999      1.06 
1838 it00h [10]ITI2 - Umbria                       2000     NA    
1839 it00h [11]ITI3 - Marche                       2000      1.06 
1840 it00h [12]ITI4 - Lazio                        2000      1.09 
1841 it00h [13]ITF1 - Abruzzo                      2000      0.973
1842 it00h [14]ITF2 - Molise                       2000      0.783
1843 it00h [15]ITF3 - Campania                     2000      1.07 
1844 it00h [16]ITF4 - Puglia                       2000      1.22 
1845 it00h [17]ITF5 - Basilicata                   2000      1.50 
1846 it00h [18]ITF6 - Calabria                     2000      1.03 
1847 it00h [19]ITG1 - Sicilia                      2000      1.26 
1848 it00h [1]ITC1 - Piemonte                      2000      1.13 
1849 it00h [20]ITG2 - Sardegna                     2000      1.17 
1850 it00h [2]ITC2 - Valle d'Aosta                 2000      1.30 
1851 it00h [3]ITC4 - Lombardia                     2000      1.09 
1852 it00h [4]ITH1 and ITH2 - Trentino             2000      1.06 
1853 it00h [5]ITH3 - Veneto                        2000      0.987
1854 it00h [6]ITH4 - Friuli                        2000      1.11 
1855 it00h [7]ITC3 - Liguria                       2000      1.16 
1856 it00h [8]ITH5 - Emilia Romagna                2000      1.14 
1857 it00h [9]ITI1 - Toscana                       2000      1.12 
1858 it04h [10]ITI2 - Umbria                       2004      1.10 
1859 it04h [11]ITI3 - Marche                       2004      1.18 
1860 it04h [12]ITI4 - Lazio                        2004      0.971
1861 it04h [13]ITF1 - Abruzzo                      2004      1.03 
1862 it04h [14]ITF2 - Molise                       2004      1.27 
1863 it04h [15]ITF3 - Campania                     2004      1.12 
1864 it04h [16]ITF4 - Puglia                       2004      1.34 
1865 it04h [17]ITF5 - Basilicata                   2004      1.46 
1866 it04h [18]ITF6 - Calabria                     2004      1.11 
1867 it04h [19]ITG1 - Sicilia                      2004      1.31 
1868 it04h [1]ITC1 - Piemonte                      2004      1.08 
1869 it04h [20]ITG2 - Sardegna                     2004      1.36 
1870 it04h [2]ITC2 - Valle d'Aosta                 2004      1.00 
1871 it04h [3]ITC4 - Lombardia                     2004      1.09 
1872 it04h [4]ITH1 and ITH2 - Trentino             2004      1.03 
1873 it04h [5]ITH3 - Veneto                        2004      1.04 
1874 it04h [6]ITH4 - Friuli                        2004      1.09 
1875 it04h [7]ITC3 - Liguria                       2004      1.29 
1876 it04h [8]ITH5 - Emilia Romagna                2004      1.25 
1877 it04h [9]ITI1 - Toscana                       2004      1.00 
1878 it08h [10]ITI2 - Umbria                       2008      1.20 
1879 it08h [11]ITI3 - Marche                       2008      1.19 
1880 it08h [12]ITI4 - Lazio                        2008      0.859
1881 it08h [13]ITF1 - Abruzzo                      2008      0.929
1882 it08h [14]ITF2 - Molise                       2008      1.10 
1883 it08h [15]ITF3 - Campania                     2008      1.01 
1884 it08h [16]ITF4 - Puglia                       2008      1.21 
1885 it08h [17]ITF5 - Basilicata                   2008      1.17 
1886 it08h [18]ITF6 - Calabria                     2008      0.971
1887 it08h [19]ITG1 - Sicilia                      2008      1.32 
1888 it08h [1]ITC1 - Piemonte                      2008      1.11 
1889 it08h [20]ITG2 - Sardegna                     2008      1.10 
1890 it08h [2]ITC2 - Valle d'Aosta                 2008      1.14 
1891 it08h [3]ITC4 - Lombardia                     2008      1.09 
1892 it08h [4]ITH1 and ITH2 - Trentino             2008      1.40 
1893 it08h [5]ITH3 - Veneto                        2008      1.04 
1894 it08h [6]ITH4 - Friuli                        2008      0.950
1895 it08h [7]ITC3 - Liguria                       2008      0.988
1896 it08h [8]ITH5 - Emilia Romagna                2008      1.07 
1897 it08h [9]ITI1 - Toscana                       2008      1.20 
1898 it10h [10]ITI2 - Umbria                       2010      1.20 
1899 it10h [11]ITI3 - Marche                       2010      1.14 
1900 it10h [12]ITI4 - Lazio                        2010     NA    
1901 it10h [13]ITF1 - Abruzzo                      2010     NA    
1902 it10h [14]ITF2 - Molise                       2010      1.19 
1903 it10h [15]ITF3 - Campania                     2010     NA    
1904 it10h [16]ITF4 - Puglia                       2010      0.950
1905 it10h [17]ITF5 - Basilicata                   2010      1.20 
1906 it10h [18]ITF6 - Calabria                     2010      0.939
1907 it10h [19]ITG1 - Sicilia                      2010      0.920
1908 it10h [1]ITC1 - Piemonte                      2010      1.22 
1909 it10h [20]ITG2 - Sardegna                     2010      1.17 
1910 it10h [2]ITC2 - Valle d'Aosta                 2010      1.13 
1911 it10h [3]ITC4 - Lombardia                     2010     NA    
1912 it10h [4]ITH1 and ITH2 - Trentino             2010      0.919
1913 it10h [5]ITH3 - Veneto                        2010     NA    
1914 it10h [6]ITH4 - Friuli                        2010     NA    
1915 it10h [7]ITC3 - Liguria                       2010     NA    
1916 it10h [8]ITH5 - Emilia Romagna                2010     NA    
1917 it10h [9]ITI1 - Toscana                       2010      1.05 
1918 it14h [10]ITI2 - Umbria                       2014      1.29 
1919 it14h [11]ITI3 - Marche                       2014      1.13 
1920 it14h [12]ITI4 - Lazio                        2014      1.08 
1921 it14h [13]ITF1 - Abruzzo                      2014      1.47 
1922 it14h [14]ITF2 - Molise                       2014      1.01 
1923 it14h [15]ITF3 - Campania                     2014      1.17 
1924 it14h [16]ITF4 - Puglia                       2014      0.886
1925 it14h [17]ITF5 - Basilicata                   2014      1.26 
1926 it14h [18]ITF6 - Calabria                     2014      1.01 
1927 it14h [19]ITG1 - Sicilia                      2014      1.13 
1928 it14h [1]ITC1 - Piemonte                      2014      1.14 
1929 it14h [20]ITG2 - Sardegna                     2014      1.12 
1930 it14h [2]ITC2 - Valle d'Aosta                 2014      1.18 
1931 it14h [3]ITC4 - Lombardia                     2014      1.18 
1932 it14h [4]ITH1 and ITH2 - Trentino             2014      1.19 
1933 it14h [5]ITH3 - Veneto                        2014      1.10 
1934 it14h [6]ITH4 - Friuli                        2014      1.04 
1935 it14h [7]ITC3 - Liguria                       2014      1.04 
1936 it14h [8]ITH5 - Emilia Romagna                2014      1.09 
1937 it14h [9]ITI1 - Toscana                       2014      1.09 
1938 it16h [10]ITI2 - Umbria                       2016      1.14 
1939 it16h [11]ITI3 - Marche                       2016      1.04 
1940 it16h [12]ITI4 - Lazio                        2016     NA    
1941 it16h [13]ITF1 - Abruzzo                      2016      1.06 
1942 it16h [14]ITF2 - Molise                       2016      1.28 
1943 it16h [15]ITF3 - Campania                     2016      1.17 
1944 it16h [16]ITF4 - Puglia                       2016      0.983
1945 it16h [17]ITF5 - Basilicata                   2016      1.39 
1946 it16h [18]ITF6 - Calabria                     2016      1.33 
1947 it16h [19]ITG1 - Sicilia                      2016      1.08 
1948 it16h [1]ITC1 - Piemonte                      2016      1.18 
1949 it16h [20]ITG2 - Sardegna                     2016      1.44 
1950 it16h [2]ITC2 - Valle d'Aosta                 2016      1.36 
1951 it16h [3]ITC4 - Lombardia                     2016      1.13 
1952 it16h [4]ITH1 and ITH2 - Trentino             2016      1.27 
1953 it16h [5]ITH3 - Veneto                        2016      0.982
1954 it16h [6]ITH4 - Friuli                        2016      0.883
1955 it16h [7]ITC3 - Liguria                       2016      0.977
1956 it16h [8]ITH5 - Emilia Romagna                2016      1.13 
1957 it16h [9]ITI1 - Toscana                       2016      1.06 
1958 it20h [10]ITI2 - Umbria                       2020      1.24 
1959 it20h [11]ITI3 - Marche                       2020      0.939
1960 it20h [12]ITI4 - Lazio                        2020      0.976
1961 it20h [13]ITF1 - Abruzzo                      2020      0.752
1962 it20h [14]ITF2 - Molise                       2020      0.878
1963 it20h [15]ITF3 - Campania                     2020      1.20 
1964 it20h [16]ITF4 - Puglia                       2020      1.08 
1965 it20h [17]ITF5 - Basilicata                   2020      0.882
1966 it20h [18]ITF6 - Calabria                     2020      0.939
1967 it20h [19]ITG1 - Sicilia                      2020      1.13 
1968 it20h [1]ITC1 - Piemonte                      2020      1.14 
1969 it20h [20]ITG2 - Sardegna                     2020      1.14 
1970 it20h [2]ITC2 - Valle d'Aosta                 2020      0.632
1971 it20h [3]ITC4 - Lombardia                     2020      1.31 
1972 it20h [4]ITH1 and ITH2 - Trentino             2020      0.908
1973 it20h [5]ITH3 - Veneto                        2020      1.06 
1974 it20h [6]ITH4 - Friuli                        2020      1.08 
1975 it20h [7]ITC3 - Liguria                       2020      1.38 
1976 it20h [8]ITH5 - Emilia Romagna                2020      1.20 
1977 it20h [9]ITI1 - Toscana                       2020      1.18 
1978 it89h [10]ITI2 - Umbria                       1989      1.18 
1979 it89h [11]ITI3 - Marche                       1989      1.18 
1980 it89h [12]ITI4 - Lazio                        1989      1.16 
1981 it89h [13]ITF1 - Abruzzo                      1989      1.04 
1982 it89h [14]ITF2 - Molise                       1989      1.38 
1983 it89h [15]ITF3 - Campania                     1989      1.03 
1984 it89h [16]ITF4 - Puglia                       1989      1.35 
1985 it89h [17]ITF5 - Basilicata                   1989      1.20 
1986 it89h [18]ITF6 - Calabria                     1989      1.14 
1987 it89h [19]ITG1 - Sicilia                      1989      1.12 
1988 it89h [1]ITC1 - Piemonte                      1989      1.17 
1989 it89h [20]ITG2 - Sardegna                     1989      1.44 
1990 it89h [3]ITC4 - Lombardia                     1989      1.11 
1991 it89h [4]ITH1 and ITH2 - Trentino             1989      1.03 
1992 it89h [5]ITH3 - Veneto                        1989      1.10 
1993 it89h [6]ITH4 - Friuli                        1989      1.03 
1994 it89h [7]ITC3 - Liguria                       1989      1.13 
1995 it89h [8]ITH5 - Emilia Romagna                1989      0.998
1996 it89h [9]ITI1 - Toscana                       1989      1.20 
1997 it91h [10]ITI2 - Umbria                       1991      1.08 
1998 it91h [11]ITI3 - Marche                       1991      1.16 
1999 it91h [12]ITI4 - Lazio                        1991      1.06 
2000 it91h [13]ITF1 - Abruzzo                      1991      0.910
2001 it91h [14]ITF2 - Molise                       1991      1.30 
2002 it91h [15]ITF3 - Campania                     1991      1.05 
2003 it91h [16]ITF4 - Puglia                       1991      1.22 
2004 it91h [17]ITF5 - Basilicata                   1991      0.991
2005 it91h [18]ITF6 - Calabria                     1991      0.936
2006 it91h [19]ITG1 - Sicilia                      1991      1.38 
2007 it91h [1]ITC1 - Piemonte                      1991      1.22 
2008 it91h [20]ITG2 - Sardegna                     1991      1.14 
2009 it91h [3]ITC4 - Lombardia                     1991      1.10 
2010 it91h [4]ITH1 and ITH2 - Trentino             1991      1.13 
2011 it91h [5]ITH3 - Veneto                        1991      1.03 
2012 it91h [6]ITH4 - Friuli                        1991      1.46 
2013 it91h [7]ITC3 - Liguria                       1991      1.20 
2014 it91h [8]ITH5 - Emilia Romagna                1991      1.12 
2015 it91h [9]ITI1 - Toscana                       1991      1.11 
2016 it93h [10]ITI2 - Umbria                       1993      1.10 
2017 it93h [11]ITI3 - Marche                       1993      1.08 
2018 it93h [12]ITI4 - Lazio                        1993      0.996
2019 it93h [13]ITF1 - Abruzzo                      1993      1.02 
2020 it93h [14]ITF2 - Molise                       1993      0.797
2021 it93h [15]ITF3 - Campania                     1993      0.768
2022 it93h [16]ITF4 - Puglia                       1993      1.13 
2023 it93h [17]ITF5 - Basilicata                   1993      1.52 
2024 it93h [18]ITF6 - Calabria                     1993      0.729
2025 it93h [19]ITG1 - Sicilia                      1993      1.83 
2026 it93h [1]ITC1 - Piemonte                      1993      1.15 
2027 it93h [20]ITG2 - Sardegna                     1993      1.11 
2028 it93h [3]ITC4 - Lombardia                     1993      1.11 
2029 it93h [4]ITH1 and ITH2 - Trentino             1993      1.00 
2030 it93h [5]ITH3 - Veneto                        1993      1.09 
2031 it93h [6]ITH4 - Friuli                        1993      1.30 
2032 it93h [7]ITC3 - Liguria                       1993      1.23 
2033 it93h [8]ITH5 - Emilia Romagna                1993      1.06 
2034 it93h [9]ITI1 - Toscana                       1993      1.17 
2035 it95h [10]ITI2 - Umbria                       1995      1.11 
2036 it95h [11]ITI3 - Marche                       1995      1.09 
