country_name,region,year,avg_gini,im_ratio,ed_ratio,delta_gini,avg_gini_period,delta_im,avg_im_period,interp_avg_gini,interp_im_ratio,interp_ed_ratio,interp_unemployment,interp_immig,interp_wage_ratio,delta_ed,avg_ed_period,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,DIV,other,other,1898.0,65697.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,FN,National Front / National Rally,Front National / Rassemblement national,433.0,384485.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,GE++,Ecology Generation,Generation ecologie,1273.0,59438.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,MAJ,Party of Presidential Majority,Parti de la Majorite presidentielle,3157.0,28789.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,OTHER,,,,2146.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,8289.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,OTHER RIGHT,other right,divers droite,1776.0,64585.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,PCF,French Communist Party,Parti communiste francaise,1251.0,209481.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,35693.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,PS,Socialist Party,Parti socialiste,1478.0,226969.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,REG,,,2536.0,2307.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,RPR,,,,306008.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,UDF,Union for French Democracy,Union pour la democratie francaise,213.0,351489.0,2852918.0,1906359.0,1824046.0
France,alpes,1993,,,,,0.371,,1.26,0.371,1.26,0.6315,0.4995,0.08600000000000001,0.881,,0.6315,VERTS,Greens,Les Verts,1108.0,78670.0,2852918.0,1906359.0,1824046.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,DIV,other,other,1898.0,29386.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,FN,National Front / National Rally,Front National / Rassemblement national,433.0,432810.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,OTHER,,,,3286.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,13532.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,OTHER LEFT,other left,divers gauche,126.0,30727.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,OTHER RIGHT,other right,divers droite,1776.0,122662.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,PCF,French Communist Party,Parti communiste francaise,1251.0,223768.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,36631.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,PS,Socialist Party,Parti socialiste,1478.0,329779.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,RPR,,,,222981.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,UDF,Union for French Democracy,Union pour la democratie francaise,213.0,249989.0,2854567.0,1878741.0,1807599.0
France,alpes,1997,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.295,1.21,0.652,0.399,0.124,1.04,0.020500000000000074,0.64175,VERTS,Greens,Les Verts,1108.0,112048.0,2854567.0,1878741.0,1807599.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,DIV,other,other,1898.0,7807.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,DIVECO,other,other,1898.0,49169.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,DIVED,,,452.0,1047.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,DL,,,4364.0,11605.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,FN,National Front / National Rally,Front National / Rassemblement national,433.0,360553.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,GE++,Ecology Generation,Generation ecologie,1273.0,23432.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,LCR,Revolutionary Communist League,Ligue communiste revolutionnaire,1506.0,17638.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,LO,,,617.0,14028.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,MNR,,,1634.0,42612.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,OTHER,,,,32930.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,OTHER LEFT,other left,divers gauche,126.0,21730.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,OTHER RIGHT,other right,divers droite,1776.0,48497.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,PCF,French Communist Party,Parti communiste francaise,1251.0,108322.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,39804.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,PS,Socialist Party,Parti socialiste,1478.0,301769.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,REEP,,,3156.0,10986.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,UDF,Union for French Democracy,Union pour la democratie francaise,213.0,68641.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,UMP,,,1595.0,650176.0,3042143.0,1931327.0,1895517.0
France,alpes,2002,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,0.292,1.15,0.643,0.395,0.115,1.09,-0.009000000000000008,0.6421666666666667,VERTS,Greens,Les Verts,1108.0,84771.0,3042143.0,1931327.0,1895517.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,CHASSE PECHE NATURE TRADITIONS,,,1313.0,10162.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,DIVERS,other,other,1898.0,17217.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,ECOLOGISTE,Ecology Today,Aujour'hui l'Ecologie,5953.0,24846.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,EXTREME DROITE,,,452.0,5979.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,FN,National Front / National Rally,Front National / Rassemblement national,433.0,122873.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,MAJORITE PRESIDENTIELLE,,,,22305.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,MODEM,Democratic Movement,Mouvement Democrate,496.0,124876.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,MOUVEMENT POUR LA FRANCE,,,364.0,30198.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,OTHER,,,,20700.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,52795.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,OTHER LEFT,other left,divers gauche,126.0,17611.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,OTHER RIGHT,other right,divers droite,1776.0,57619.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,PCF,French Communist Party,Parti communiste francaise,1251.0,104340.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,33745.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,PS,Socialist Party,Parti socialiste,1478.0,336266.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,UMP,,,1595.0,908070.0,3316072.0,1979472.0,1948995.0
France,alpes,2007,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.31,1.17,0.673,0.391,0.121,1.07,0.030000000000000027,0.649875,VERTS,Greens,Les Verts,1108.0,59393.0,3316072.0,1979472.0,1948995.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,CEN,,,,18584.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,31341.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,EXD,,,452.0,20953.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,FG,Left Front,Front de Gauche,4363.0,142588.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,FN,National Front / National Rally,Front National / Rassemblement national,433.0,423912.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,NCE,New Centre,Nouveau centre,1255.0,25297.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,OTHER,,,,28280.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,OTHER LEFT,other left,divers gauche,126.0,69413.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,OTHER RIGHT,other right,divers droite,1776.0,46679.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,35516.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,PRV,Radical [Socialist] Party,Parti radical [socialiste],14.0,568.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,PS,Socialist Party,Parti socialiste,1478.0,377435.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,UMP,,,1595.0,627850.0,3439784.0,1996949.0,1971255.0
France,alpes,2012,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,0.326,1.08,0.619,0.41,0.118,1.08,-0.05400000000000005,0.6437,VEC,Europe Ecology - The Greens,Europe Ecologie - Les Verts,5650.0,122839.0,3439784.0,1996949.0,1971255.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,DIV,other,other,1898.0,39451.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,DLF,,,3207.0,25443.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,65149.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,EXD,,,452.0,8463.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,FI,Unbowed France,La France Insoumise,5858.0,180321.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,FN,National Front / National Rally,Front National / Rassemblement national,433.0,339885.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,LR,Union for a Popular Movement,Union pour un mouvement populaire,8168.0,294233.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,MDM,,,,63879.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,OTHER,,,,18503.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,OTHER LEFT,other left,divers gauche,126.0,6375.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,OTHER RIGHT,other right,divers droite,1776.0,37387.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,PCF,French Communist Party,Parti communiste francaise,1251.0,48093.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,2783.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,PS,Socialist Party,Parti socialiste,1478.0,37943.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,REG,,,2536.0,1522.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,REM,The Republic Onwards!,La Republique En Marche!,5857.0,445307.0,3566117.0,1677828.0,1644593.0
France,alpes,2017,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.304,1.18,0.681,0.404,0.127,1.14,0.062000000000000055,0.6499166666666667,UDI,Union of Democrats and Independents,Union des democrates et independants,3229.0,29856.0,3566117.0,1677828.0,1644593.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,DIV,other,other,1898.0,22133.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,FN,National Front / National Rally,Front National / Rassemblement national,433.0,101969.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,GE++,Ecology Generation,Generation ecologie,1273.0,31350.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,MAJ,Party of Presidential Majority,Parti de la Majorite presidentielle,3157.0,24642.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,OTHER,,,,1250.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,7843.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,OTHER RIGHT,other right,divers droite,1776.0,14278.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,PCF,French Communist Party,Parti communiste francaise,1251.0,15553.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,PS,Socialist Party,Parti socialiste,1478.0,79354.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,REG,,,2536.0,17165.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,RPR,,,,158750.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,UDF,Union for French Democracy,Union pour la democratie francaise,213.0,162453.0,1091721.0,733749.0,694044.0
France,alsace,1993,,,,,0.3005,,1.1949999999999998,0.3005,1.1949999999999998,0.622,0.4035,0.1195,1.105,,0.622,VERTS,Greens,Les Verts,1108.0,57304.0,1091721.0,733749.0,694044.0
