country_name,cleaned_region_x,year,avg_gini,im_ratio,ed_ratio,flag,country_y,interp_gini,interp_im,interp_ed,delta_gini,avg_gini_period,delta_im,avg_im_period,delta_ed,avg_ed_period,predicted_region,country,country_code,nutslevel,nuts2,regionname,type,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote,cleaned_region_y
Belgium,brussels capital region,1991,,,,1.0,,0.236,1.2625,0.7729999999999999,,0.236,,1.2625,,0.7729999999999999,,,,,,,,,,,,,,,,
Belgium,brussels capital region,1995,0.316,,,1.0,be,0.316,1.3275000000000001,0.6345,0.08000000000000002,0.276,0.06500000000000017,1.295,-0.13849999999999996,0.7037499999999999,,,,,,,,,,,,,,,,
Belgium,brussels capital region,1999,,,,1.0,,0.323,1.294,0.5633999999999999,0.007000000000000006,0.2916666666666667,-0.033500000000000085,1.2946666666666669,-0.07110000000000005,0.6569666666666666,,,,,,,,,,,,,,,,
Belgium,brussels capital region,2003,0.349,,,1.0,be,0.349,1.162,0.5641999999999999,0.025999999999999968,0.306,-0.13200000000000012,1.2615,0.0008000000000000229,0.633775,,,,,,,,,,,,,,,,
Belgium,brussels capital region,2007,0.393,1.13,0.627,1.0,be,0.393,1.13,0.627,0.04400000000000004,0.3234,-0.03200000000000003,1.2352,0.06280000000000008,0.63242,,,,,,,,,,,,,,,,
Belgium,brussels capital region,2010,0.375,1.13,0.54,1.0,be,0.375,1.13,0.54,-0.018000000000000016,0.332,0.0,1.2176666666666667,-0.08699999999999997,0.6170166666666667,,,,,,,,,,,,,,,,
Belgium,brussels capital region,2014,0.349,1.01,0.561,1.0,be,0.349,1.01,0.561,-0.026000000000000023,0.33442857142857146,-0.11999999999999988,1.188,0.02100000000000002,0.6090142857142856,,,,,,,,,,,,,,,,
Belgium,brussels capital region,2019,,,,1.0,,0.29800000000000004,0.8405,0.614,-0.050999999999999934,0.32987500000000003,-0.16949999999999998,1.1445625,0.052999999999999936,0.6096374999999999,,,,,,,,,,,,,,,,
Belgium,flemish region,1991,,,,1.0,,0.253,1.08,0.6705,,0.253,,1.08,,0.6705,,,,,,,,,,,,,,,,
Belgium,flemish region,1995,0.298,,,1.0,be,0.298,1.2,0.622,0.044999999999999984,0.27549999999999997,0.11999999999999988,1.1400000000000001,-0.04849999999999999,0.64625,,,,,,,,,,,,,,,,
Belgium,flemish region,1999,,,,1.0,,0.2885,1.23,0.5916,-0.009500000000000008,0.2798333333333333,0.030000000000000027,1.17,-0.030399999999999983,0.6280333333333333,,,,,,,,,,,,,,,,
Belgium,flemish region,2003,0.287,,,1.0,be,0.287,1.1700000000000002,0.5888,-0.0015000000000000013,0.281625,-0.05999999999999983,1.17,-0.0028000000000000247,0.618225,,,,,,,,,,,,,,,,
Belgium,flemish region,2007,0.298,1.09,0.601,1.0,be,0.298,1.09,0.601,0.01100000000000001,0.2849,-0.08000000000000007,1.1540000000000001,0.012199999999999989,0.61478,,,,,,,,,,,,,,,,
Belgium,flemish region,2010,0.282,1.24,0.591,1.0,be,0.282,1.24,0.591,-0.016000000000000014,0.28441666666666665,0.1499999999999999,1.1683333333333332,-0.010000000000000009,0.6108166666666667,,,,,,,,,,,,,,,,
Belgium,flemish region,2014,0.287,1.2,0.598,1.0,be,0.287,1.2,0.598,0.0050000000000000044,0.28478571428571425,-0.040000000000000036,1.172857142857143,0.007000000000000006,0.6089857142857144,,,,,,,,,,,,,,,,
Belgium,flemish region,2019,,,,1.0,,0.29166666666666663,1.3066666666666666,0.6363333333333333,0.004666666666666652,0.2856458333333333,0.10666666666666669,1.1895833333333334,0.03833333333333333,0.6124041666666666,,,,,,,,,,,,,,,,
Belgium,walloon region,1991,,,,1.0,,0.2745,1.0875,0.6715,,0.2745,,1.0875,,0.6715,,,,,,,,,,,,,,,,
Belgium,walloon region,1995,0.292,,,1.0,be,0.292,1.1225,0.6395,0.01749999999999996,0.28325,0.03500000000000014,1.105,-0.03200000000000003,0.6555,,,,,,,,,,,,,,,,
Belgium,walloon region,1999,,,,1.0,,0.303,1.1483333333333332,0.609,0.01100000000000001,0.28983333333333333,0.025833333333333153,1.1194444444444445,-0.03049999999999997,0.64,,,,,,,,,,,,,,,,
Belgium,walloon region,2003,0.304,,,1.0,be,0.304,1.165,0.603,0.0010000000000000009,0.293375,0.01666666666666683,1.1308333333333334,-0.006000000000000005,0.6307499999999999,,,,,,,,,,,,,,,,
Belgium,walloon region,2007,0.311,1.27,0.605,1.0,be,0.311,1.27,0.605,0.007000000000000006,0.2969,0.10499999999999998,1.1586666666666665,0.0020000000000000018,0.6256,,,,,,,,,,,,,,,,
Belgium,walloon region,2010,0.305,1.18,0.62,1.0,be,0.305,1.18,0.62,-0.006000000000000005,0.29824999999999996,-0.09000000000000008,1.162222222222222,0.015000000000000013,0.6246666666666666,,,,,,,,,,,,,,,,
Belgium,walloon region,2014,0.303,1.19,0.595,1.0,be,0.303,1.19,0.595,-0.0020000000000000018,0.2989285714285714,0.010000000000000009,1.1661904761904762,-0.025000000000000022,0.6204285714285714,,,,,,,,,,,,,,,,
Belgium,walloon region,2019,,,,1.0,,0.317,1.14625,0.639625,0.014000000000000012,0.3011875,-0.043749999999999956,1.1636979166666666,0.044625000000000026,0.622828125,,,,,,,,,,,,,,,,
France,alpes,1993,,,,1.0,,0.371,1.26,0.6315,,0.371,,1.26,,0.6315,,,,,,,,,,,,,,,,
France,alpes,1997,0.295,1.21,0.652,1.0,fr,0.295,1.21,0.652,-0.07600000000000001,0.33299999999999996,-0.050000000000000044,1.2349999999999999,0.020500000000000074,0.64175,,,,,,,,,,,,,,,,
France,alpes,2002,0.292,1.15,0.643,1.0,fr,0.292,1.15,0.643,-0.0030000000000000027,0.3193333333333333,-0.06000000000000005,1.2066666666666668,-0.009000000000000008,0.6421666666666667,,,,,,,,,,,,,,,,
France,alpes,2007,0.31,1.17,0.673,1.0,fr,0.31,1.17,0.673,0.018000000000000016,0.317,0.020000000000000018,1.1975,0.030000000000000027,0.649875,,,,,,,,,,,,,,,,
France,alpes,2012,0.326,1.08,0.619,1.0,fr,0.326,1.08,0.619,0.016000000000000014,0.3188,-0.08999999999999986,1.174,-0.05400000000000005,0.6437,,,,,,,,,,,,,,,,
France,alpes,2017,0.304,1.18,0.681,1.0,fr,0.304,1.18,0.681,-0.02200000000000002,0.3163333333333333,0.09999999999999987,1.175,0.062000000000000055,0.6499166666666667,,,,,,,,,,,,,,,,
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,DIV,other,other,1898.0,22133.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,FN,National Front / National Rally,Front National / Rassemblement national,433.0,101969.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,GE++,Ecology Generation,Generation ecologie,1273.0,31350.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,MAJ,Party of Presidential Majority,Parti de la Majorite presidentielle,3157.0,24642.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER,,,,1250.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,7843.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER RIGHT,other right,divers droite,1776.0,14278.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PCF,French Communist Party,Parti communiste francaise,1251.0,15553.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PS,Socialist Party,Parti socialiste,1478.0,79354.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,REG,,,2536.0,17165.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,RPR,,,,158750.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,UDF,Union for French Democracy,Union pour la democratie francaise,213.0,162453.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1993,,,,1.0,,0.3005,1.1949999999999998,0.622,,0.3005,,1.1949999999999998,,0.622,alsace,France,FR,2.0,FRF1,Alsace,Parliament,VERTS,Greens,Les Verts,1108.0,57304.0,1091721.0,733749.0,694044.0,alsace
France,alsace,1997,0.286,1.17,0.655,1.0,fr,0.286,1.17,0.655,-0.014500000000000013,0.29325,-0.02499999999999991,1.1824999999999999,0.03300000000000003,0.6385000000000001,alsace,France,FR,2.0,FRF1,Alsace,Parliament,DIV,other,other,1898.0,26048.0,1107693.0,746665.0,706709.0,alsace
France,alsace,1997,0.286,1.17,0.655,1.0,fr,0.286,1.17,0.655,-0.014500000000000013,0.29325,-0.02499999999999991,1.1824999999999999,0.03300000000000003,0.6385000000000001,alsace,France,FR,2.0,FRF1,Alsace,Parliament,FN,National Front / National Rally,Front National / Rassemblement national,433.0,148482.0,1107693.0,746665.0,706709.0,alsace
France,alsace,1997,0.286,1.17,0.655,1.0,fr,0.286,1.17,0.655,-0.014500000000000013,0.29325,-0.02499999999999991,1.1824999999999999,0.03300000000000003,0.6385000000000001,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,15777.0,1107693.0,746665.0,706709.0,alsace
France,alsace,1997,0.286,1.17,0.655,1.0,fr,0.286,1.17,0.655,-0.014500000000000013,0.29325,-0.02499999999999991,1.1824999999999999,0.03300000000000003,0.6385000000000001,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER LEFT,other left,divers gauche,126.0,18328.0,1107693.0,746665.0,706709.0,alsace
France,alsace,1997,0.286,1.17,0.655,1.0,fr,0.286,1.17,0.655,-0.014500000000000013,0.29325,-0.02499999999999991,1.1824999999999999,0.03300000000000003,0.6385000000000001,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER RIGHT,other right,divers droite,1776.0,58113.0,1107693.0,746665.0,706709.0,alsace
France,alsace,1997,0.286,1.17,0.655,1.0,fr,0.286,1.17,0.655,-0.014500000000000013,0.29325,-0.02499999999999991,1.1824999999999999,0.03300000000000003,0.6385000000000001,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PCF,French Communist Party,Parti communiste francaise,1251.0,16474.0,1107693.0,746665.0,706709.0,alsace
France,alsace,1997,0.286,1.17,0.655,1.0,fr,0.286,1.17,0.655,-0.014500000000000013,0.29325,-0.02499999999999991,1.1824999999999999,0.03300000000000003,0.6385000000000001,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PS,Socialist Party,Parti socialiste,1478.0,131337.0,1107693.0,746665.0,706709.0,alsace
France,alsace,1997,0.286,1.17,0.655,1.0,fr,0.286,1.17,0.655,-0.014500000000000013,0.29325,-0.02499999999999991,1.1824999999999999,0.03300000000000003,0.6385000000000001,alsace,France,FR,2.0,FRF1,Alsace,Parliament,RPR,,,,96343.0,1107693.0,746665.0,706709.0,alsace
France,alsace,1997,0.286,1.17,0.655,1.0,fr,0.286,1.17,0.655,-0.014500000000000013,0.29325,-0.02499999999999991,1.1824999999999999,0.03300000000000003,0.6385000000000001,alsace,France,FR,2.0,FRF1,Alsace,Parliament,UDF,Union for French Democracy,Union pour la democratie francaise,213.0,133025.0,1107693.0,746665.0,706709.0,alsace
France,alsace,1997,0.286,1.17,0.655,1.0,fr,0.286,1.17,0.655,-0.014500000000000013,0.29325,-0.02499999999999991,1.1824999999999999,0.03300000000000003,0.6385000000000001,alsace,France,FR,2.0,FRF1,Alsace,Parliament,VERTS,Greens,Les Verts,1108.0,62782.0,1107693.0,746665.0,706709.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,DIV,other,other,1898.0,5948.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,DIVECO,other,other,1898.0,14275.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,DIVED,,,452.0,4272.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,FN,National Front / National Rally,Front National / Rassemblement national,433.0,84667.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,GE++,Ecology Generation,Generation ecologie,1273.0,237.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,LCR,Revolutionary Communist League,Ligue communiste revolutionnaire,1506.0,2187.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,LO,,,617.0,8492.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,MNR,,,1634.0,23199.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER,,,,9808.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER LEFT,other left,divers gauche,126.0,5977.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER RIGHT,other right,divers droite,1776.0,38495.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PCF,French Communist Party,Parti communiste francaise,1251.0,6615.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,4140.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PS,Socialist Party,Parti socialiste,1478.0,106531.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,REEP,,,3156.0,7148.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,UDF,Union for French Democracy,Union pour la democratie francaise,213.0,56547.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,UMP,,,1595.0,265188.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2002,0.307,1.15,0.654,1.0,fr,0.307,1.15,0.654,0.02100000000000002,0.29783333333333334,-0.020000000000000018,1.1716666666666666,-0.0010000000000000009,0.6436666666666667,alsace,France,FR,2.0,FRF1,Alsace,Parliament,VERTS,Greens,Les Verts,1108.0,36502.0,1159278.0,695289.0,680228.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,DIVERS,other,other,1898.0,9586.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,ECOLOGISTE,Ecology Today,Aujour'hui l'Ecologie,5953.0,12853.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,FN,National Front / National Rally,Front National / Rassemblement national,433.0,39225.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,MAJORITE PRESIDENTIELLE,,,,19341.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,MODEM,Democratic Movement,Mouvement Democrate,496.0,74055.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,MOUVEMENT POUR LA FRANCE,,,364.0,2793.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER,,,,4179.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,15076.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER LEFT,other left,divers gauche,126.0,2193.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER RIGHT,other right,divers droite,1776.0,18883.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PCF,French Communist Party,Parti communiste francaise,1251.0,3645.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,677.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PS,Socialist Party,Parti socialiste,1478.0,99697.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,UMP,,,1595.0,345208.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2007,0.306,1.22,0.698,1.0,fr,0.306,1.22,0.698,-0.0010000000000000009,0.299875,0.07000000000000006,1.1837499999999999,0.04399999999999993,0.65725,alsace,France,FR,2.0,FRF1,Alsace,Parliament,VERTS,Greens,Les Verts,1108.0,28029.0,1232681.0,688637.0,675440.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,ALLI,,,1177.0,10987.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,AUT,other,other,1898.0,4422.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,CEN,,,,10286.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,18725.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,FG,Left Front,Front de Gauche,4363.0,20205.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,FN,National Front / National Rally,Front National / Rassemblement national,433.0,118672.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,NCE,New Centre,Nouveau centre,1255.0,17417.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER,,,,4664.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,2979.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER LEFT,other left,divers gauche,126.0,4855.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,OTHER RIGHT,other right,divers droite,1776.0,28134.0,1268103.0,692945.0,682324.0,alsace
France,alsace,2012,0.308,1.31,0.658,1.0,fr,0.308,1.31,0.658,0.0020000000000000018,0.3015,0.09000000000000008,1.209,-0.039999999999999925,0.6574,alsace,France,FR,2.0,FRF1,Alsace,Parliament,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,0.0,1268103.0,692945.0,682324.0,alsace
