cleaned_region_x,year,perc_im
saarland,2017,233.0540776035377
sardegna,1992,19.82589604736263
sardegna,1994,11.783477775268151
sardegna,1996,52.493476591199034
sardegna,2001,0.2621134851853491
sardegna,2006,146.72420308523905
sardegna,2008,9.25962937529235
sardegna,2013,7.752536275332773
sardegna,2018,128.7594445033157
sicilia,1992,18.807627021278748
sicilia,1994,17.18497908553117
sicilia,1996,40.27388372002334
sicilia,2001,0.30429238846169104
sicilia,2006,187.08090881843435
sicilia,2008,14.801401464089823
sicilia,2013,7.394278149387903
sicilia,2018,85.62330531199498
toscana,1992,18.422925384933514
toscana,1994,11.92620103370416
toscana,1996,93.27394838336187
toscana,2001,0.20569699722620965
toscana,2006,125.06824875049931
toscana,2008,14.2580958312084
toscana,2013,4.80159363351944
toscana,2018,189.58627702742305
umbria,1992,19.319972750958097
umbria,1994,8.534566863580688
umbria,1996,88.78776683033983
umbria,2001,0.2186118204051226
umbria,2006,127.630806724113
umbria,2008,13.571010380491767
umbria,2013,6.455926756036706
umbria,2018,207.87302814946636
veneto,1992,13.55842839614934
veneto,1994,40.652889121824174
veneto,1996,47.013921566922754
veneto,2001,0.38037345955732893
veneto,2006,202.02985930504698
veneto,2008,108.08859218864247
veneto,2013,5.023017996453259
veneto,2018,269.98765158158614
