,country_x,country_code,nutslevel,nuts2,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote,cleaned_region,predicted_region,confidence_score,region,avg_gini,change_gini,country_y,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,linked,country,countryname,oecdmember,eumember,edate,date,party,partyname,partyabbrev,parfam,candidatename,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
451,France,FR,2,FRE1,Nord-Pas de Calais,Parliament,2012,UMP,,,1595.0,320056.0,2878450.0,1599678.0,1571037.0,nord-pas de calais,Nord-Pas de Cal,0.8470597114451391,Nord-Pas de Cal,0.309,-0.01200000000000001,FRA,manifesto,31626.0,UMP,Union pour un Mouvement Populaire,Union for a Popular Movement,2002.0,2017.0,39.5,2007.0,,composed of: RPR Rassemblement pour la République (Rally for the Republic) and DL Démocratie Libérale (Liberal Democracy); after the election part of UDF joined the Union,2013-01-01T18:18:21.426Z,2021-03-12T10:13:38.132201Z,1991.0,2013-01-01T18:34:39.125Z,31.0,France,10.0,10.0,10/06/2012,201206.0,31626.0,Union for a Popular Movement,UMP,60.0,,106.0,4.0,2013.0,0.663,0.523,27.116,0.0,,194.0,577.0,1.0,80.0,2023-1,472.0,0.0,0.0,0.0,0.0,1.271,0.0,0.212,8.263,9.746,0.424,0.212,0.0,0.212,0.0,0.0,1.059,0.424,3.39,0.0,0.0,0.0,5.085,2.119,0.0,0.212,0.212,0.0,0.212,0.0,6.992,5.508,0.0,0.0,4.025,0.0,0.0,0.847,3.178,2.754,9.322,3.602,11.441,0.0,5.72,0.0,1.059,0.0,8.051,0.636,0.0,1.907,0.0,0.0,1.695,0.0,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.331,2.119,4.025,12.076,0.212,2023a,TXQB92
456,France,FR,2,FRE1,Nord-Pas de Calais,Parliament,2017,FI,Unbowed France,La France Insoumise,5858.0,160572.0,2895813.0,1369873.0,1337958.0,nord-pas de calais,Nord-Pas de Cal,0.8470597114451391,Nord-Pas de Cal,0.301,-0.01100000000000001,FRA,manifesto,31240.0,,La France insoumise,Indomitable France,2017.0,2017.0,11.0,2017.0,,,2018-08-02T13:23:09.556321Z,2021-03-12T10:13:38.000530Z,25077.0,2018-08-02T13:24:38.192952Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31240.0,Indomitable France,,20.0,,335.0,5.0,2017.0,0.758,0.712,11.025,0.0,,17.0,577.0,1.0,121.0,2023-1,1026.0,3.899,0.0,0.0,0.78,0.39,0.487,2.242,3.996,0.097,1.17,2.242,2.729,3.509,0.0,2.047,0.487,0.0,2.047,1.17,2.339,0.0,0.0,6.238,0.0,0.0,2.534,0.0,0.195,1.267,0.0,2.437,2.047,2.047,0.0,0.0,5.166,8.967,1.559,7.018,3.899,0.0,5.361,0.0,3.801,0.39,0.0,1.267,2.339,1.072,0.195,0.39,9.552,0.0,0.682,0.39,0.682,0.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,1.462,1.267,2.144,0.0,0.195,1.17,1.949,0.39,0.0,0.0,0.0,0.0,0.0,5.166,3.801,0.0,0.0,0.39,2.339,3.411,1.072,0.0,0.195,0.0,0.0,0.39,0.0,0.0,0.682,0.292,-30.019,8.285,0.0,10.916,2.729,2023a,W4J3Y1
457,France,FR,2,FRE1,Nord-Pas de Calais,Parliament,2017,FN,National Front / National Rally,Front National / Rassemblement national,433.0,295677.0,2895813.0,1369873.0,1337958.0,nord-pas de calais,Nord-Pas de Cal,0.8470597114451391,Nord-Pas de Cal,0.301,-0.01100000000000001,FRA,manifesto,31720.0,FN,Front National,National Front,1986.0,2017.0,14.9,1997.0,,,2013-01-01T18:17:06.254Z,2021-03-12T10:13:37.773172Z,1634.0,2013-01-01T18:34:34.765Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31720.0,National Front,FN,70.0,,335.0,5.0,2017.0,0.758,0.712,13.2,0.0,,8.0,577.0,1.0,121.0,2023-1,239.0,0.0,0.0,0.0,0.0,4.603,0.0,0.0,0.837,0.0,0.837,0.837,1.255,1.674,0.418,0.0,0.837,0.0,4.184,0.0,0.0,0.837,1.674,3.766,0.837,0.0,5.439,0.0,0.418,1.255,0.0,3.347,1.674,1.255,0.837,0.0,2.51,2.092,3.766,5.858,6.276,0.0,4.184,0.0,9.205,0.0,2.092,0.418,12.971,0.0,0.0,3.347,6.276,0.0,2.092,1.674,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.837,0.837,0.0,0.0,0.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,5.439,3.766,0.0,0.0,12.971,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.837,0.0,2.092,0.0,1.674,6.276,1.674,12.134,0.0,2023a,BHIFOG
462,France,FR,2,FRE1,Nord-Pas de Calais,Parliament,2017,PCF,French Communist Party,Parti communiste francaise,1251.0,56827.0,2895813.0,1369873.0,1337958.0,nord-pas de calais,Nord-Pas de Cal,0.8470597114451391,Nord-Pas de Cal,0.301,-0.01100000000000001,FRA,manifesto,31220.0,PCF,Parti Communiste Français,French Communist Party,1946.0,2017.0,28.6,1946.0,,,2013-01-01T18:17:53.203Z,2021-03-12T10:13:38.063026Z,1855.0,2013-01-01T18:34:36.765Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31220.0,French Communist Party,PCF,20.0,,335.0,5.0,2017.0,0.758,0.712,2.717,0.0,,10.0,577.0,1.0,121.0,2023-1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,5.556,0.0,0.0,0.0,0.0,0.0,0.0,16.667,0.0,0.0,2.778,0.0,0.0,0.0,0.0,0.0,2.778,0.0,5.556,8.333,0.0,0.0,0.0,8.333,0.0,0.0,8.333,0.0,0.0,0.0,0.0,2.778,0.0,0.0,0.0,2.778,2.778,0.0,0.0,27.778,0.0,2.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,2.778,0.0,0.0,2.778,13.889,2.778,0.0,0.0,0.0,0.0,0.0,8.333,2.778,0.0,0.0,0.0,2.778,0.0,2.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,0.0,-16.667,11.111,0.0,8.333,0.0,2023a,MVTMAS
463,France,FR,2,FRE1,Nord-Pas de Calais,Parliament,2017,PS,Socialist Party,Parti socialiste,1478.0,101932.0,2895813.0,1369873.0,1337958.0,nord-pas de calais,Nord-Pas de Cal,0.8470597114451391,Nord-Pas de Cal,0.301,-0.01100000000000001,FRA,manifesto,31320.0,SIFO,Parti Socialiste,Socialist Party,1946.0,2017.0,36.6,1981.0,,,2013-01-01T18:18:17.903Z,2021-03-12T10:13:38.080355Z,1974.0,2013-01-01T18:34:38.365Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31320.0,Socialist Party,PS,30.0,,335.0,5.0,2017.0,0.758,0.712,7.441,0.0,,30.0,577.0,1.0,121.0,2023-1,76.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263,0.0,0.0,0.0,3.947,0.0,1.316,0.0,0.0,1.316,2.632,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,5.263,1.316,0.0,0.0,0.0,7.895,3.947,3.947,9.211,17.105,0.0,7.895,0.0,0.0,0.0,0.0,1.316,11.842,0.0,0.0,0.0,9.211,0.0,1.316,0.0,0.0,2.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,1.316,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.895,0.0,0.0,0.0,0.0,11.842,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,-28.947,1.316,0.0,26.316,0.0,2023a,8Y3RFH
465,France,FR,2,FRE1,Nord-Pas de Calais,Parliament,2017,REM,The Republic Onwards!,La Republique En Marche!,5857.0,295845.0,2895813.0,1369873.0,1337958.0,nord-pas de calais,Nord-Pas de Cal,0.8470597114451391,Nord-Pas de Cal,0.301,-0.01100000000000001,FRA,manifesto,31425.0,,La République En Marche!,Republic Onwards!,2017.0,2017.0,28.2,2017.0,,,2018-08-02T13:22:56.106128Z,2021-03-12T10:13:38.005105Z,25028.0,2018-08-02T13:22:56.138250Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31425.0,Republic Onwards!,LREM,40.0,,335.0,5.0,2017.0,0.758,0.712,28.212,0.0,,308.0,577.0,1.0,121.0,2023-1,362.0,0.0,0.0,0.0,0.0,1.381,0.0,0.0,0.0,4.696,0.0,0.0,1.105,4.144,0.0,0.829,0.276,0.552,9.116,2.762,0.276,1.934,3.039,1.381,0.552,1.105,1.105,0.0,0.0,0.0,0.276,4.696,0.0,0.0,2.762,0.0,2.486,3.039,1.105,11.878,5.249,0.829,6.906,0.0,4.972,0.276,0.0,0.276,6.354,2.21,1.934,0.829,5.525,0.0,3.315,0.552,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829,0.276,1.934,0.0,1.381,0.829,0.276,0.0,0.0,0.0,0.0,0.0,0.0,2.486,4.144,0.829,0.0,0.276,6.354,0.0,1.657,0.552,1.934,0.0,0.0,0.0,0.829,0.0,3.315,0.0,0.0,1.934,4.696,17.127,0.0,2023a,ZXD4H9
466,France,FR,2,FRE1,Nord-Pas de Calais,Parliament,2017,UDI,Union of Democrats and Independents,Union des democrates et independants,3229.0,60379.0,2895813.0,1369873.0,1337958.0,nord-pas de calais,Nord-Pas de Cal,0.8470597114451391,Nord-Pas de Cal,0.301,-0.01100000000000001,FRA,manifesto,31430.0,UDI,Union des démocrates et indépendants,Union of Democrats and Independents,2017.0,2017.0,3.0,2017.0,,,2018-08-02T13:23:06.900048Z,2021-03-12T10:13:38.122828Z,25072.0,2018-08-02T13:23:06.930088Z,31.0,France,10.0,10.0,11/06/2017,201706.0,31430.0,Union of Democrats and Independents,UDI,40.0,,335.0,5.0,2017.0,0.758,0.712,3.034,0.0,,18.0,577.0,2.0,121.0,2023-1,257.0,0.0,0.0,0.0,0.0,1.556,0.0,0.0,0.0,2.335,1.167,0.389,0.389,2.335,0.778,0.0,0.778,0.0,5.447,0.389,7.393,2.335,3.502,0.389,0.0,0.0,1.946,0.0,0.0,0.0,1.167,0.778,0.0,0.0,2.724,0.0,0.389,4.28,0.778,7.393,6.226,1.167,4.28,0.0,7.393,0.389,0.778,0.778,8.56,0.778,0.0,0.778,8.56,1.167,3.502,3.113,0.778,3.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389,1.946,0.0,0.0,0.389,5.447,1.946,0.0,0.0,0.0,0.0,0.0,0.389,3.113,4.28,0.0,0.389,8.56,0.0,0.778,0.0,0.0,0.0,0.0,0.778,0.0,0.0,3.502,0.0,13.619,0.389,5.058,13.619,0.0,2023a,OCTE9L
468,France,FR,2,FRE2,Picardie,Parliament,1997,FN,National Front / National Rally,Front National / Rassemblement national,433.0,151996.0,1230654.0,888850.0,850171.0,picardie,Picardie,1.0,Picardie,0.285,-0.007000000000000006,FRA,manifesto,31720.0,FN,Front National,National Front,1986.0,2017.0,14.9,1997.0,,,2013-01-01T18:17:06.254Z,2021-03-12T10:13:37.773172Z,1634.0,2013-01-01T18:34:34.765Z,31.0,France,10.0,10.0,25/05/1997,199705.0,31720.0,National Front,FN,70.0,,106.0,999.0,1997.0,,,14.932,0.0,,1.0,577.0,1.0,10.0,,75.0,4.0,0.0,0.0,0.0,5.333,0.0,0.0,0.0,0.0,4.0,1.333,4.0,5.333,0.0,0.0,0.0,0.0,0.0,1.333,0.0,2.667,4.0,1.333,0.0,0.0,5.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333,0.0,0.0,8.0,0.0,0.0,0.0,1.333,0.0,0.0,17.333,0.0,14.667,0.0,12.0,0.0,0.0,0.0,0.0,1.333,4.0,0.0,0.0,1.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.667,1.333,4.0,0.0,0.0,2023a,KE5A65
472,France,FR,2,FRE2,Picardie,Parliament,1997,PCF,French Communist Party,Parti communiste francaise,1251.0,96118.0,1230654.0,888850.0,850171.0,picardie,Picardie,1.0,Picardie,0.285,-0.007000000000000006,FRA,manifesto,31220.0,PCF,Parti Communiste Français,French Communist Party,1946.0,2017.0,28.6,1946.0,,,2013-01-01T18:17:53.203Z,2021-03-12T10:13:38.063026Z,1855.0,2013-01-01T18:34:36.765Z,31.0,France,10.0,10.0,25/05/1997,199705.0,31220.0,French Communist Party,PCF,20.0,,106.0,999.0,1997.0,,,9.901,0.0,,37.0,577.0,1.0,10.0,,70.0,11.429,0.0,0.0,1.429,0.0,1.429,4.286,0.0,0.0,0.0,4.286,1.429,5.714,0.0,0.0,0.0,0.0,0.0,1.429,0.0,0.0,1.429,0.0,0.0,0.0,0.0,0.0,1.429,8.571,0.0,0.0,1.429,7.143,0.0,0.0,0.0,2.857,1.429,14.286,11.429,0.0,2.857,0.0,0.0,0.0,0.0,0.0,4.286,0.0,0.0,0.0,4.286,0.0,2.857,0.0,4.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.857,1.429,0.0,25.714,5.714,2023a,KYPNEO
473,France,FR,2,FRE2,Picardie,Parliament,1997,PS,Socialist Party,Parti socialiste,1478.0,220701.0,1230654.0,888850.0,850171.0,picardie,Picardie,1.0,Picardie,0.285,-0.007000000000000006,FRA,manifesto,31320.0,SIFO,Parti Socialiste,Socialist Party,1946.0,2017.0,36.6,1981.0,,,2013-01-01T18:18:17.903Z,2021-03-12T10:13:38.080355Z,1974.0,2013-01-01T18:34:38.365Z,31.0,France,10.0,10.0,25/05/1997,199705.0,31320.0,Socialist Party,PS,30.0,,106.0,999.0,1997.0,,,25.484,0.0,,246.0,577.0,1.0,10.0,,143.0,11.189,3.497,0.0,0.699,0.0,0.0,0.699,0.699,11.888,0.0,0.0,4.196,9.091,0.0,0.0,0.0,0.0,2.098,0.0,0.0,0.0,4.196,1.399,0.0,0.0,0.0,0.0,0.0,2.797,0.699,2.797,0.0,2.098,0.0,0.0,0.0,4.196,2.797,11.888,4.196,0.699,6.993,0.0,0.0,0.0,0.0,0.0,3.497,0.0,0.0,0.0,0.0,0.0,3.497,0.0,2.098,2.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.287,1.399,0.0,16.084,0.699,2023a,B4HN4D
474,France,FR,2,FRE2,Picardie,Parliament,1997,UDF,Union for French Democracy,Union pour la democratie francaise,213.0,117566.0,1230654.0,888850.0,850171.0,picardie,Picardie,1.0,Picardie,0.285,-0.007000000000000006,FRA,manifesto,31624.0,UDF,Mouvement Démocrate,Democratic Mouvement,1978.0,2017.0,22.0,1978.0,,,2013-01-01T18:18:17.255Z,2021-03-12T10:13:38.008466Z,1971.0,2013-01-01T18:34:38.767Z,31.0,France,10.0,10.0,25/05/1997,199705.0,31624.0,Union for French Democracy,UDF,60.0,,106.0,999.0,1997.0,,,14.689,0.0,,109.0,577.0,2.0,10.0,,61.0,9.836,1.639,0.0,0.0,0.0,0.0,1.639,1.639,4.918,0.0,0.0,8.197,4.918,0.0,0.0,4.918,0.0,3.279,0.0,0.0,0.0,6.557,0.0,0.0,0.0,0.0,0.0,4.918,0.0,0.0,3.279,0.0,0.0,0.0,0.0,0.0,3.279,1.639,8.197,4.918,1.639,8.197,0.0,0.0,0.0,1.639,0.0,4.918,1.639,0.0,0.0,0.0,0.0,1.639,0.0,3.279,3.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.279,0.0,0.0,13.115,1.639,2023a,UPZ3H9
475,France,FR,2,FRE2,Picardie,Parliament,1997,VERTS,Greens,Les Verts,1108.0,43493.0,1230654.0,888850.0,850171.0,picardie,Picardie,1.0,Picardie,0.285,-0.007000000000000006,FRA,manifesto,31110.0,Les Verts,Europe Écologie Les Verts,Europe Ecology - The Greens,1993.0,2017.0,7.8,1993.0,,in 1997: Les Verts,2013-01-01T18:17:52.173Z,2021-03-12T10:13:37.769037Z,1850.0,2013-01-01T18:34:39.508Z,31.0,France,10.0,10.0,25/05/1997,199705.0,31110.0,The Greens,Les Verts,10.0,,106.0,999.0,1997.0,,,3.592,0.0,,8.0,577.0,1.0,10.0,,48.0,10.417,0.0,0.0,0.0,0.0,2.083,2.083,2.083,14.583,0.0,0.0,0.0,10.417,0.0,0.0,2.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,12.5,10.417,0.0,0.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.083,0.0,0.0,22.917,4.167,2023a,Z9DJM6
479,France,FR,2,FRE2,Picardie,Parliament,2002,FN,National Front / National Rally,Front National / Rassemblement national,433.0,119477.0,1275034.0,823108.0,804732.0,picardie,Picardie,1.0,Picardie,0.289,0.007000000000000006,FRA,manifesto,31720.0,FN,Front National,National Front,1986.0,2017.0,14.9,1997.0,,,2013-01-01T18:17:06.254Z,2021-03-12T10:13:37.773172Z,1634.0,2013-01-01T18:34:34.765Z,31.0,France,10.0,10.0,09/06/2002,200206.0,31720.0,National Front,FN,70.0,,106.0,999.0,2003.0,,,11.12,0.0,,0.0,577.0,1.0,20.0,,312.0,0.0,4.167,0.0,0.0,5.449,0.0,0.962,1.282,0.0,2.885,1.603,2.564,1.603,0.962,1.603,1.282,0.321,0.321,1.282,1.282,2.564,3.205,2.244,0.321,0.641,7.051,0.0,0.0,0.0,0.0,2.564,0.0,0.0,0.321,0.0,3.846,5.449,4.167,0.641,1.603,1.603,1.923,0.321,8.333,0.0,8.654,0.0,9.936,0.0,0.0,1.923,0.321,0.0,3.846,0.0,0.641,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.564,2.564,2.885,2.244,0.962,2023a,C23VFA
487,France,FR,2,FRE2,Picardie,Parliament,2002,PCF,French Communist Party,Parti communiste francaise,1251.0,52610.0,1275034.0,823108.0,804732.0,picardie,Picardie,1.0,Picardie,0.289,0.007000000000000006,FRA,manifesto,31220.0,PCF,Parti Communiste Français,French Communist Party,1946.0,2017.0,28.6,1946.0,,,2013-01-01T18:17:53.203Z,2021-03-12T10:13:38.063026Z,1855.0,2013-01-01T18:34:36.765Z,31.0,France,10.0,10.0,09/06/2002,200206.0,31220.0,French Communist Party,PCF,20.0,,106.0,999.0,2003.0,,,4.91,0.0,,21.0,577.0,1.0,20.0,,80.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.75,7.5,3.75,0.0,0.0,8.75,2.5,0.0,1.25,0.0,6.25,0.0,0.0,0.0,10.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.25,0.0,13.75,11.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0.0,0.0,7.5,0.0,0.0,0.0,1.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.5,0.0,0.0,25.0,2.5,2023a,M7WNJP
